date,order_id,user_id,dma_name,state,zip_code,product_category,size,quantity,unit_price,unit_cost,discount_per_unit,line_revenue,promo_flag
2023-07-12,ORD_20230712_3756,u_423,"Savannah, GA",GA,314880,Girls Dresses,XS (4-5),2,32,15.23,10,44,1
2023-07-12,ORD_20230712_4501,u_307,"Augusta, GA",GA,309624,Girls Dresses,XS (4-5),1,33,12.26,10,23,1
2023-07-12,ORD_20230712_5062,u_1455,"Savannah, GA",GA,313400,Girls Dresses,S (6-7),1,39,18.72,0,39,0
2023-07-12,ORD_20230712_5062,u_1455,"Savannah, GA",GA,313536,Girls Bottoms,S (6-7),1,24,11.55,0,24,0
2023-07-12,ORD_20230712_5450,u_58,"Atlanta, GA",GA,301279,Girls Tops,XS (4-5),1,22,10.61,10,12,1
2023-07-12,ORD_20230712_5450,u_58,"Atlanta, GA",GA,301358,Girls Dresses,M (8-10),3,36,14.41,0,108,0
2023-07-12,ORD_20230712_6293,u_1352,"Macon, GA",GA,310200,Girls Dresses,XS (4-5),1,38,14.11,0,38,0
2023-07-12,ORD_20230712_6293,u_1352,"Macon, GA",GA,310334,Girls Bottoms,L (12-14),1,26,10.25,15,11,1
2023-07-12,ORD_20230712_6337,u_184,"Savannah, GA",GA,313353,Girls Dresses,L (12-14),1,34,15.58,15,19,1
2023-07-12,ORD_20230712_7788,u_1339,"Columbus, GA",GA,318964,Girls Bottoms,S (6-7),1,23,11.95,20,3,1
2023-07-12,ORD_20230712_7927,u_384,"Augusta, GA",GA,309290,Girls Tops,S (6-7),3,20,10.22,15,15,1
2023-07-12,ORD_20230712_8120,u_94,"Columbus, GA",GA,319803,Girls Tops,XS (4-5),2,27,12.55,0,54,0
2023-07-12,ORD_20230712_8941,u_354,"Augusta, GA",GA,308123,Girls Bottoms,L (12-14),1,26,13.05,10,16,1
2023-07-12,ORD_20230712_8941,u_354,"Augusta, GA",GA,308237,Girls Tops,XS (4-5),1,24,12.41,15,9,1
2023-07-12,ORD_20230712_9418,u_699,"Columbus, GA",GA,319455,Girls Dresses,XS (4-5),2,33,17.59,10,46,1
2023-07-12,ORD_20230712_9418,u_699,"Columbus, GA",GA,318247,Girls Tops,L (12-14),2,26,12.07,0,52,0
2023-07-12,ORD_20230712_9483,u_129,"Savannah, GA",GA,313132,Girls Dresses,M (8-10),2,38,15.37,0,76,0
2023-07-12,ORD_20230712_9781,u_449,"Macon, GA",GA,310179,Girls Bottoms,M (8-10),1,25,10.29,0,25,0
2023-07-12,ORD_20230712_9781,u_449,"Macon, GA",GA,310325,Girls Bottoms,S (6-7),3,29,12.53,10,57,1
2023-07-12,ORD_20230712_9781,u_449,"Macon, GA",GA,310580,Girls Bottoms,M (8-10),1,26,11.57,0,26,0
2023-07-12,ORD_20230712_9879,u_517,"Savannah, GA",GA,313132,Girls Dresses,M (8-10),3,36,18.0,10,78,1
2023-07-13,ORD_20230713_1163,u_1305,"Macon, GA",GA,310611,Girls Dresses,M (8-10),1,39,15.1,0,39,0
2023-07-13,ORD_20230713_1163,u_1305,"Macon, GA",GA,310818,Girls Bottoms,XS (4-5),2,23,9.8,0,46,0
2023-07-13,ORD_20230713_1207,u_1455,"Atlanta, GA",GA,302461,Girls Tops,L (12-14),1,21,9.04,0,21,0
2023-07-13,ORD_20230713_2318,u_935,"Atlanta, GA",GA,300440,Girls Dresses,XS (4-5),2,36,17.99,0,72,0
2023-07-13,ORD_20230713_2318,u_935,"Atlanta, GA",GA,302358,Girls Tops,M (8-10),1,23,9.42,0,23,0
2023-07-13,ORD_20230713_2832,u_977,"Columbus, GA",GA,318742,Girls Bottoms,L (12-14),1,24,9.0,15,9,1
2023-07-13,ORD_20230713_2832,u_977,"Columbus, GA",GA,319895,Girls Bottoms,XS (4-5),1,30,13.44,10,20,1
2023-07-13,ORD_20230713_2936,u_522,"Atlanta, GA",GA,300953,Girls Dresses,L (12-14),2,31,16.64,0,62,0
2023-07-13,ORD_20230713_3699,u_1264,"Macon, GA",GA,310068,Girls Bottoms,M (8-10),1,28,11.48,0,28,0
2023-07-13,ORD_20230713_4332,u_135,"Macon, GA",GA,310267,Girls Tops,XS (4-5),1,21,11.2,0,21,0
2023-07-13,ORD_20230713_4429,u_780,"Augusta, GA",GA,309550,Girls Tops,M (8-10),2,20,7.76,0,40,0
2023-07-13,ORD_20230713_4429,u_780,"Augusta, GA",GA,308725,Girls Tops,M (8-10),1,22,10.12,0,22,0
2023-07-13,ORD_20230713_4495,u_408,"Savannah, GA",GA,314426,Girls Bottoms,M (8-10),1,27,11.63,10,17,1
2023-07-13,ORD_20230713_4694,u_166,"Savannah, GA",GA,313955,Girls Bottoms,M (8-10),3,26,12.38,15,33,1
2023-07-13,ORD_20230713_6128,u_684,"Augusta, GA",GA,309943,Girls Tops,S (6-7),1,21,9.34,0,21,0
2023-07-13,ORD_20230713_6128,u_684,"Augusta, GA",GA,309466,Girls Dresses,S (6-7),2,37,20.12,20,34,1
2023-07-13,ORD_20230713_6647,u_1129,"Columbus, GA",GA,318037,Girls Dresses,M (8-10),1,31,14.28,10,21,1
2023-07-13,ORD_20230713_8057,u_1447,"Atlanta, GA",GA,301866,Girls Tops,L (12-14),2,27,10.98,15,24,1
2023-07-13,ORD_20230713_8478,u_1359,"Augusta, GA",GA,308512,Girls Dresses,XS (4-5),1,31,16.48,0,31,0
2023-07-13,ORD_20230713_8895,u_1238,"Atlanta, GA",GA,300308,Girls Dresses,L (12-14),3,39,21.17,20,57,1
2023-07-13,ORD_20230713_9125,u_743,"Savannah, GA",GA,313765,Girls Bottoms,S (6-7),1,24,8.51,0,24,0
2023-07-13,ORD_20230713_9701,u_609,"Savannah, GA",GA,313661,Girls Dresses,L (12-14),1,38,13.55,0,38,0
2023-07-13,ORD_20230713_9701,u_609,"Savannah, GA",GA,313952,Girls Tops,L (12-14),1,23,12.34,10,13,1
2023-07-13,ORD_20230713_9701,u_609,"Savannah, GA",GA,313129,Girls Dresses,L (12-14),1,36,16.08,10,26,1
2023-07-13,ORD_20230713_9976,u_38,"Macon, GA",GA,310674,Girls Tops,M (8-10),1,21,8.18,15,6,1
2023-07-14,ORD_20230714_1294,u_262,"Augusta, GA",GA,309305,Girls Bottoms,S (6-7),3,29,14.06,0,87,0
2023-07-14,ORD_20230714_1294,u_262,"Augusta, GA",GA,309943,Girls Dresses,XS (4-5),1,35,12.94,15,20,1
2023-07-14,ORD_20230714_1294,u_262,"Augusta, GA",GA,308596,Girls Bottoms,XS (4-5),2,24,9.61,10,28,1
2023-07-14,ORD_20230714_1357,u_1186,"Macon, GA",GA,310939,Girls Bottoms,L (12-14),1,26,11.98,0,26,0
2023-07-14,ORD_20230714_1959,u_1107,"Savannah, GA",GA,314536,Girls Bottoms,M (8-10),1,25,11.14,20,5,1
2023-07-14,ORD_20230714_1959,u_1107,"Savannah, GA",GA,313476,Girls Dresses,M (8-10),2,38,14.19,0,76,0
2023-07-14,ORD_20230714_2079,u_632,"Atlanta, GA",GA,301536,Girls Dresses,XS (4-5),1,34,16.44,0,34,0
2023-07-14,ORD_20230714_2079,u_632,"Atlanta, GA",GA,302402,Girls Dresses,S (6-7),1,33,12.54,20,13,1
2023-07-14,ORD_20230714_2879,u_87,"Macon, GA",GA,310591,Girls Tops,M (8-10),2,24,10.7,0,48,0
2023-07-14,ORD_20230714_3000,u_714,"Columbus, GA",GA,318774,Girls Dresses,L (12-14),2,31,16.67,15,32,1
2023-07-14,ORD_20230714_3000,u_714,"Columbus, GA",GA,319648,Girls Bottoms,S (6-7),1,28,11.46,20,8,1
2023-07-14,ORD_20230714_4228,u_1419,"Augusta, GA",GA,308334,Girls Bottoms,M (8-10),1,31,11.24,15,16,1
2023-07-14,ORD_20230714_5084,u_506,"Columbus, GA",GA,318611,Girls Dresses,L (12-14),1,38,17.19,0,38,0
2023-07-14,ORD_20230714_5645,u_560,"Columbus, GA",GA,318233,Girls Bottoms,M (8-10),1,28,11.71,15,13,1
2023-07-14,ORD_20230714_6187,u_574,"Augusta, GA",GA,308665,Girls Tops,L (12-14),1,21,10.36,20,1,1
2023-07-14,ORD_20230714_6400,u_1036,"Macon, GA",GA,310139,Girls Bottoms,XS (4-5),1,30,10.82,0,30,0
2023-07-14,ORD_20230714_6400,u_1036,"Macon, GA",GA,310263,Girls Bottoms,M (8-10),3,26,9.69,0,78,0
2023-07-14,ORD_20230714_7619,u_538,"Columbus, GA",GA,318475,Girls Tops,XS (4-5),1,21,7.65,0,21,0
2023-07-14,ORD_20230714_7967,u_685,"Savannah, GA",GA,314356,Girls Tops,S (6-7),2,23,8.21,0,46,0
2023-07-14,ORD_20230714_8148,u_1295,"Savannah, GA",GA,313974,Girls Dresses,S (6-7),1,39,17.52,0,39,0
2023-07-14,ORD_20230714_9331,u_1246,"Atlanta, GA",GA,300562,Girls Tops,M (8-10),2,20,9.71,0,40,0
2023-07-14,ORD_20230714_9331,u_1246,"Atlanta, GA",GA,301087,Girls Tops,S (6-7),1,19,6.7,0,19,0
2023-07-14,ORD_20230714_9625,u_1230,"Atlanta, GA",GA,300317,Girls Tops,L (12-14),1,23,8.18,0,23,0
2023-07-14,ORD_20230714_9688,u_746,"Atlanta, GA",GA,301529,Girls Dresses,XS (4-5),1,31,15.89,0,31,0
2023-07-14,ORD_20230714_9746,u_1479,"Columbus, GA",GA,318849,Girls Dresses,S (6-7),1,38,17.7,15,23,1
2023-07-14,ORD_20230714_9746,u_1479,"Columbus, GA",GA,319084,Girls Dresses,XS (4-5),3,31,11.94,0,93,0
2023-07-15,ORD_20230715_1181,u_514,"Columbus, GA",GA,318503,Girls Bottoms,L (12-14),3,31,11.82,15,48,1
2023-07-15,ORD_20230715_1562,u_1219,"Macon, GA",GA,310497,Girls Dresses,S (6-7),1,36,12.91,15,21,1
2023-07-15,ORD_20230715_1876,u_404,"Atlanta, GA",GA,302523,Girls Tops,L (12-14),2,21,7.58,20,2,1
2023-07-15,ORD_20230715_1876,u_404,"Atlanta, GA",GA,300062,Girls Bottoms,XS (4-5),1,31,13.57,15,16,1
2023-07-15,ORD_20230715_2000,u_947,"Columbus, GA",GA,318025,Girls Tops,XS (4-5),1,21,8.64,0,21,0
2023-07-15,ORD_20230715_2016,u_997,"Macon, GA",GA,310714,Girls Dresses,S (6-7),1,35,16.07,0,35,0
2023-07-15,ORD_20230715_2189,u_1385,"Atlanta, GA",GA,302992,Girls Tops,M (8-10),1,22,8.94,0,22,0
2023-07-15,ORD_20230715_2201,u_317,"Macon, GA",GA,310966,Girls Dresses,L (12-14),2,36,16.23,20,32,1
2023-07-15,ORD_20230715_2201,u_317,"Macon, GA",GA,310128,Girls Tops,XS (4-5),2,24,12.63,0,48,0
2023-07-15,ORD_20230715_2335,u_996,"Atlanta, GA",GA,301061,Girls Tops,XS (4-5),1,24,11.43,0,24,0
2023-07-15,ORD_20230715_2376,u_1254,"Atlanta, GA",GA,300272,Girls Dresses,L (12-14),1,36,14.75,0,36,0
2023-07-15,ORD_20230715_2416,u_515,"Macon, GA",GA,310918,Girls Bottoms,XS (4-5),1,25,13.51,10,15,1
2023-07-15,ORD_20230715_2416,u_515,"Macon, GA",GA,310210,Girls Tops,L (12-14),1,20,9.89,0,20,0
2023-07-15,ORD_20230715_2416,u_515,"Macon, GA",GA,310954,Girls Dresses,XS (4-5),1,32,12.3,0,32,0
2023-07-15,ORD_20230715_2606,u_475,"Columbus, GA",GA,318127,Girls Tops,XS (4-5),1,19,9.72,15,4,1
2023-07-15,ORD_20230715_2855,u_310,"Atlanta, GA",GA,302895,Girls Dresses,XS (4-5),2,38,19.08,20,36,1
2023-07-15,ORD_20230715_2913,u_1497,"Columbus, GA",GA,318146,Girls Bottoms,S (6-7),1,25,10.49,0,25,0
2023-07-15,ORD_20230715_3136,u_55,"Atlanta, GA",GA,301913,Girls Dresses,M (8-10),2,37,16.87,20,34,1
2023-07-15,ORD_20230715_3136,u_55,"Atlanta, GA",GA,300431,Girls Dresses,M (8-10),1,38,17.31,20,18,1
2023-07-15,ORD_20230715_3136,u_55,"Atlanta, GA",GA,300759,Girls Tops,L (12-14),1,27,12.75,20,7,1
2023-07-15,ORD_20230715_3457,u_1234,"Savannah, GA",GA,313985,Girls Tops,XS (4-5),2,26,9.16,10,32,1
2023-07-15,ORD_20230715_3546,u_339,"Columbus, GA",GA,319868,Girls Bottoms,XS (4-5),2,25,11.77,10,30,1
2023-07-15,ORD_20230715_3546,u_339,"Columbus, GA",GA,319828,Girls Dresses,M (8-10),1,39,21.27,20,19,1
2023-07-15,ORD_20230715_3895,u_1111,"Augusta, GA",GA,308279,Girls Dresses,S (6-7),1,31,14.22,0,31,0
2023-07-15,ORD_20230715_3973,u_1278,"Savannah, GA",GA,313259,Girls Tops,S (6-7),2,25,9.15,20,10,1
2023-07-15,ORD_20230715_4231,u_92,"Savannah, GA",GA,314484,Girls Dresses,S (6-7),1,35,18.08,0,35,0
2023-07-15,ORD_20230715_4260,u_974,"Augusta, GA",GA,308486,Girls Dresses,M (8-10),1,34,14.77,0,34,0
2023-07-15,ORD_20230715_4260,u_974,"Augusta, GA",GA,309157,Girls Tops,M (8-10),1,24,10.88,15,9,1
2023-07-15,ORD_20230715_4260,u_974,"Augusta, GA",GA,308779,Girls Bottoms,S (6-7),1,24,8.89,0,24,0
2023-07-15,ORD_20230715_4781,u_1172,"Augusta, GA",GA,309766,Girls Bottoms,L (12-14),1,24,12.27,0,24,0
2023-07-15,ORD_20230715_4781,u_1172,"Augusta, GA",GA,309952,Girls Dresses,XS (4-5),2,36,13.38,0,72,0
2023-07-15,ORD_20230715_4781,u_1172,"Augusta, GA",GA,308135,Girls Bottoms,M (8-10),1,29,14.64,0,29,0
2023-07-15,ORD_20230715_5683,u_1188,"Augusta, GA",GA,309534,Girls Dresses,L (12-14),1,36,18.85,15,21,1
2023-07-15,ORD_20230715_5940,u_321,"Macon, GA",GA,310841,Girls Dresses,L (12-14),2,36,12.73,0,72,0
2023-07-15,ORD_20230715_5940,u_321,"Macon, GA",GA,310689,Girls Dresses,XS (4-5),1,38,13.33,0,38,0
2023-07-15,ORD_20230715_5940,u_321,"Macon, GA",GA,310137,Girls Bottoms,L (12-14),2,27,10.18,15,24,1
2023-07-15,ORD_20230715_6039,u_229,"Augusta, GA",GA,308744,Girls Bottoms,M (8-10),1,24,9.68,0,24,0
2023-07-15,ORD_20230715_6310,u_819,"Augusta, GA",GA,309407,Girls Dresses,S (6-7),1,33,15.2,0,33,0
2023-07-15,ORD_20230715_6521,u_1465,"Macon, GA",GA,310317,Girls Tops,S (6-7),2,20,9.19,10,20,1
2023-07-15,ORD_20230715_6799,u_649,"Savannah, GA",GA,313461,Girls Tops,XS (4-5),1,20,10.45,20,0,1
2023-07-15,ORD_20230715_6799,u_649,"Savannah, GA",GA,313877,Girls Bottoms,S (6-7),2,24,8.75,0,48,0
2023-07-15,ORD_20230715_6799,u_649,"Savannah, GA",GA,314151,Girls Tops,M (8-10),1,27,10.17,0,27,0
2023-07-15,ORD_20230715_7427,u_577,"Augusta, GA",GA,309631,Girls Dresses,S (6-7),1,36,15.88,0,36,0
2023-07-15,ORD_20230715_7427,u_577,"Augusta, GA",GA,308895,Girls Tops,XS (4-5),1,27,10.06,20,7,1
2023-07-15,ORD_20230715_7614,u_1040,"Columbus, GA",GA,318113,Girls Dresses,M (8-10),3,34,16.05,10,72,1
2023-07-15,ORD_20230715_7791,u_213,"Savannah, GA",GA,313025,Girls Dresses,XS (4-5),1,31,15.3,20,11,1
2023-07-15,ORD_20230715_7880,u_937,"Atlanta, GA",GA,300137,Girls Bottoms,L (12-14),1,26,13.31,0,26,0
2023-07-15,ORD_20230715_7937,u_85,"Macon, GA",GA,310889,Girls Dresses,M (8-10),1,31,15.24,15,16,1
2023-07-15,ORD_20230715_7937,u_85,"Macon, GA",GA,310411,Girls Tops,M (8-10),1,27,9.76,0,27,0
2023-07-15,ORD_20230715_8875,u_696,"Savannah, GA",GA,313692,Girls Tops,S (6-7),2,26,14.19,0,52,0
2023-07-15,ORD_20230715_9179,u_728,"Savannah, GA",GA,314833,Girls Dresses,S (6-7),3,33,16.15,0,99,0
2023-07-16,ORD_20230716_1322,u_14,"Augusta, GA",GA,308347,Girls Bottoms,M (8-10),1,24,11.7,10,14,1
2023-07-16,ORD_20230716_1322,u_14,"Augusta, GA",GA,308996,Girls Tops,L (12-14),1,26,14.0,10,16,1
2023-07-16,ORD_20230716_1470,u_303,"Atlanta, GA",GA,300558,Girls Tops,S (6-7),1,26,9.85,0,26,0
2023-07-16,ORD_20230716_1753,u_833,"Macon, GA",GA,310742,Girls Tops,XS (4-5),1,26,12.1,0,26,0
2023-07-16,ORD_20230716_1753,u_833,"Macon, GA",GA,310764,Girls Dresses,XS (4-5),1,31,11.46,20,11,1
2023-07-16,ORD_20230716_2938,u_1475,"Macon, GA",GA,310099,Girls Tops,XS (4-5),1,25,12.3,0,25,0
2023-07-16,ORD_20230716_2938,u_1475,"Macon, GA",GA,310912,Girls Tops,M (8-10),1,25,10.56,0,25,0
2023-07-16,ORD_20230716_3423,u_1341,"Macon, GA",GA,310323,Girls Tops,L (12-14),1,23,11.06,15,8,1
2023-07-16,ORD_20230716_3431,u_137,"Macon, GA",GA,310903,Girls Bottoms,S (6-7),1,29,10.54,10,19,1
2023-07-16,ORD_20230716_3697,u_1235,"Augusta, GA",GA,309207,Girls Tops,L (12-14),1,22,9.46,15,7,1
2023-07-16,ORD_20230716_3790,u_1298,"Augusta, GA",GA,309997,Girls Bottoms,XS (4-5),1,30,12.08,0,30,0
2023-07-16,ORD_20230716_3790,u_1298,"Augusta, GA",GA,309059,Girls Bottoms,S (6-7),1,27,11.39,0,27,0
2023-07-16,ORD_20230716_3790,u_1298,"Augusta, GA",GA,308184,Girls Tops,L (12-14),1,25,11.5,0,25,0
2023-07-16,ORD_20230716_3987,u_423,"Atlanta, GA",GA,302957,Girls Bottoms,M (8-10),1,24,10.61,0,24,0
2023-07-16,ORD_20230716_3987,u_423,"Atlanta, GA",GA,300102,Girls Bottoms,L (12-14),1,24,10.98,20,4,1
2023-07-16,ORD_20230716_3987,u_423,"Atlanta, GA",GA,300074,Girls Tops,L (12-14),2,23,8.16,20,6,1
2023-07-16,ORD_20230716_4363,u_285,"Atlanta, GA",GA,301168,Girls Tops,M (8-10),1,20,9.24,0,20,0
2023-07-16,ORD_20230716_4363,u_285,"Atlanta, GA",GA,302820,Girls Tops,XS (4-5),1,21,9.94,20,1,1
2023-07-16,ORD_20230716_4381,u_1351,"Macon, GA",GA,310234,Girls Dresses,L (12-14),1,35,14.44,20,15,1
2023-07-16,ORD_20230716_4381,u_1351,"Macon, GA",GA,310183,Girls Dresses,XS (4-5),1,38,14.49,10,28,1
2023-07-16,ORD_20230716_4769,u_526,"Augusta, GA",GA,309345,Girls Tops,M (8-10),1,27,14.72,10,17,1
2023-07-16,ORD_20230716_4769,u_526,"Augusta, GA",GA,308491,Girls Dresses,XS (4-5),3,38,17.17,0,114,0
2023-07-16,ORD_20230716_4933,u_160,"Augusta, GA",GA,308773,Girls Bottoms,L (12-14),2,26,13.39,0,52,0
2023-07-16,ORD_20230716_4933,u_160,"Augusta, GA",GA,308159,Girls Tops,L (12-14),1,22,7.85,20,2,1
2023-07-16,ORD_20230716_5122,u_1032,"Augusta, GA",GA,308547,Girls Dresses,S (6-7),1,33,15.69,15,18,1
2023-07-16,ORD_20230716_5122,u_1032,"Augusta, GA",GA,309349,Girls Bottoms,L (12-14),1,25,12.68,15,10,1
2023-07-16,ORD_20230716_5219,u_1384,"Augusta, GA",GA,308622,Girls Bottoms,L (12-14),2,29,13.53,0,58,0
2023-07-16,ORD_20230716_5219,u_1384,"Augusta, GA",GA,309987,Girls Bottoms,S (6-7),1,29,11.58,15,14,1
2023-07-16,ORD_20230716_5324,u_265,"Columbus, GA",GA,318487,Girls Bottoms,S (6-7),2,23,9.96,0,46,0
2023-07-16,ORD_20230716_5445,u_982,"Augusta, GA",GA,308170,Girls Bottoms,M (8-10),2,29,15.54,15,28,1
2023-07-16,ORD_20230716_5568,u_1481,"Savannah, GA",GA,313162,Girls Dresses,XS (4-5),1,31,11.56,0,31,0
2023-07-16,ORD_20230716_5688,u_921,"Columbus, GA",GA,319333,Girls Dresses,L (12-14),2,37,15.68,0,74,0
2023-07-16,ORD_20230716_5688,u_921,"Columbus, GA",GA,319444,Girls Bottoms,S (6-7),2,24,9.3,20,8,1
2023-07-16,ORD_20230716_6073,u_657,"Augusta, GA",GA,308260,Girls Dresses,S (6-7),2,33,16.51,20,26,1
2023-07-16,ORD_20230716_6527,u_225,"Savannah, GA",GA,313296,Girls Dresses,M (8-10),1,36,16.73,0,36,0
2023-07-16,ORD_20230716_6527,u_225,"Savannah, GA",GA,314757,Girls Tops,XS (4-5),1,21,9.87,0,21,0
2023-07-16,ORD_20230716_6908,u_757,"Augusta, GA",GA,309869,Girls Bottoms,XS (4-5),1,31,11.36,15,16,1
2023-07-16,ORD_20230716_6908,u_757,"Augusta, GA",GA,308473,Girls Bottoms,L (12-14),2,29,13.89,15,28,1
2023-07-16,ORD_20230716_7021,u_174,"Columbus, GA",GA,319484,Girls Dresses,M (8-10),1,33,15.29,0,33,0
2023-07-16,ORD_20230716_7104,u_279,"Augusta, GA",GA,309330,Girls Bottoms,S (6-7),1,30,11.09,0,30,0
2023-07-16,ORD_20230716_7267,u_1413,"Savannah, GA",GA,314522,Girls Bottoms,XS (4-5),1,24,12.58,0,24,0
2023-07-16,ORD_20230716_7587,u_1371,"Augusta, GA",GA,308846,Girls Bottoms,L (12-14),1,24,11.77,0,24,0
2023-07-16,ORD_20230716_7587,u_1371,"Augusta, GA",GA,309650,Girls Dresses,L (12-14),2,38,16.25,0,76,0
2023-07-16,ORD_20230716_7733,u_114,"Augusta, GA",GA,308078,Girls Dresses,M (8-10),1,33,14.59,0,33,0
2023-07-16,ORD_20230716_7733,u_114,"Augusta, GA",GA,309336,Girls Bottoms,L (12-14),1,26,9.75,0,26,0
2023-07-16,ORD_20230716_8484,u_101,"Augusta, GA",GA,309580,Girls Bottoms,L (12-14),1,29,13.3,10,19,1
2023-07-16,ORD_20230716_8533,u_30,"Columbus, GA",GA,319044,Girls Bottoms,XS (4-5),2,25,13.08,20,10,1
2023-07-16,ORD_20230716_8533,u_30,"Columbus, GA",GA,319183,Girls Bottoms,L (12-14),1,25,13.49,0,25,0
2023-07-16,ORD_20230716_8533,u_30,"Columbus, GA",GA,318121,Girls Tops,S (6-7),1,19,8.46,15,4,1
2023-07-16,ORD_20230716_8648,u_549,"Atlanta, GA",GA,301346,Girls Dresses,S (6-7),1,33,16.97,0,33,0
2023-07-16,ORD_20230716_9323,u_1194,"Atlanta, GA",GA,300421,Girls Bottoms,M (8-10),3,24,11.88,15,27,1
2023-07-16,ORD_20230716_9323,u_1194,"Atlanta, GA",GA,300638,Girls Dresses,XS (4-5),1,35,19.03,0,35,0
2023-07-16,ORD_20230716_9613,u_207,"Macon, GA",GA,310521,Girls Bottoms,XS (4-5),1,25,11.06,10,15,1
2023-07-16,ORD_20230716_9907,u_1434,"Macon, GA",GA,310634,Girls Dresses,S (6-7),1,39,21.09,10,29,1
2023-07-16,ORD_20230716_9907,u_1434,"Macon, GA",GA,310132,Girls Dresses,L (12-14),1,37,18.8,20,17,1
2023-07-16,ORD_20230716_9911,u_822,"Augusta, GA",GA,308447,Girls Bottoms,M (8-10),1,24,8.47,0,24,0
2023-07-17,ORD_20230717_1128,u_685,"Atlanta, GA",GA,300135,Girls Dresses,S (6-7),2,39,19.74,10,58,1
2023-07-17,ORD_20230717_1128,u_685,"Atlanta, GA",GA,302986,Girls Bottoms,L (12-14),1,27,11.56,0,27,0
2023-07-17,ORD_20230717_1128,u_685,"Atlanta, GA",GA,300386,Girls Dresses,XS (4-5),2,33,17.66,20,26,1
2023-07-17,ORD_20230717_1342,u_1212,"Savannah, GA",GA,313027,Girls Tops,S (6-7),1,24,12.41,0,24,0
2023-07-17,ORD_20230717_1813,u_1302,"Macon, GA",GA,310821,Girls Tops,S (6-7),1,20,9.15,0,20,0
2023-07-17,ORD_20230717_2782,u_184,"Atlanta, GA",GA,300590,Girls Bottoms,L (12-14),1,31,11.14,0,31,0
2023-07-17,ORD_20230717_2782,u_184,"Atlanta, GA",GA,301515,Girls Tops,L (12-14),1,24,11.95,0,24,0
2023-07-17,ORD_20230717_2782,u_184,"Atlanta, GA",GA,300177,Girls Tops,XS (4-5),3,22,8.14,0,66,0
2023-07-17,ORD_20230717_3094,u_395,"Atlanta, GA",GA,300126,Girls Tops,XS (4-5),2,24,9.59,15,18,1
2023-07-17,ORD_20230717_3275,u_87,"Macon, GA",GA,310915,Girls Dresses,L (12-14),1,36,18.36,0,36,0
2023-07-17,ORD_20230717_3366,u_752,"Columbus, GA",GA,318994,Girls Tops,M (8-10),1,19,9.81,15,4,1
2023-07-17,ORD_20230717_3569,u_656,"Augusta, GA",GA,309045,Girls Dresses,XS (4-5),2,37,14.54,0,74,0
2023-07-17,ORD_20230717_4386,u_356,"Columbus, GA",GA,319478,Girls Dresses,M (8-10),1,33,13.99,20,13,1
2023-07-17,ORD_20230717_4386,u_356,"Columbus, GA",GA,319200,Girls Bottoms,L (12-14),1,29,10.95,20,9,1
2023-07-17,ORD_20230717_4516,u_255,"Atlanta, GA",GA,301594,Girls Tops,S (6-7),1,24,9.45,0,24,0
2023-07-17,ORD_20230717_4743,u_1462,"Atlanta, GA",GA,300221,Girls Dresses,S (6-7),1,31,14.55,15,16,1
2023-07-17,ORD_20230717_5007,u_733,"Atlanta, GA",GA,302101,Girls Tops,S (6-7),2,25,12.65,20,10,1
2023-07-17,ORD_20230717_5220,u_131,"Atlanta, GA",GA,300576,Girls Tops,S (6-7),1,24,11.24,20,4,1
2023-07-17,ORD_20230717_6217,u_623,"Macon, GA",GA,310183,Girls Bottoms,L (12-14),1,27,14.25,15,12,1
2023-07-17,ORD_20230717_6217,u_623,"Macon, GA",GA,310229,Girls Tops,L (12-14),2,23,9.3,0,46,0
2023-07-17,ORD_20230717_6217,u_623,"Macon, GA",GA,310394,Girls Tops,XS (4-5),1,26,11.34,15,11,1
2023-07-17,ORD_20230717_6452,u_132,"Savannah, GA",GA,314015,Girls Tops,L (12-14),1,24,12.23,20,4,1
2023-07-17,ORD_20230717_6452,u_132,"Savannah, GA",GA,313810,Girls Tops,S (6-7),2,22,11.37,10,24,1
2023-07-17,ORD_20230717_6486,u_418,"Atlanta, GA",GA,301003,Girls Dresses,S (6-7),1,37,17.46,15,22,1
2023-07-17,ORD_20230717_7146,u_927,"Macon, GA",GA,310696,Girls Tops,L (12-14),1,20,9.76,0,20,0
2023-07-17,ORD_20230717_7572,u_317,"Atlanta, GA",GA,301221,Girls Tops,M (8-10),2,22,7.86,0,44,0
2023-07-17,ORD_20230717_7799,u_74,"Savannah, GA",GA,314629,Girls Tops,S (6-7),1,23,12.63,15,8,1
2023-07-17,ORD_20230717_7799,u_74,"Savannah, GA",GA,314112,Girls Dresses,S (6-7),1,37,15.96,15,22,1
2023-07-17,ORD_20230717_7944,u_1098,"Augusta, GA",GA,309804,Girls Tops,M (8-10),2,21,8.57,0,42,0
2023-07-17,ORD_20230717_7944,u_1098,"Augusta, GA",GA,308305,Girls Tops,L (12-14),3,23,8.09,0,69,0
2023-07-17,ORD_20230717_8055,u_1471,"Columbus, GA",GA,319048,Girls Tops,S (6-7),2,22,9.33,20,4,1
2023-07-17,ORD_20230717_8055,u_1471,"Columbus, GA",GA,319742,Girls Bottoms,S (6-7),1,26,14.07,15,11,1
2023-07-17,ORD_20230717_8333,u_219,"Macon, GA",GA,310481,Girls Dresses,M (8-10),1,33,13.62,10,23,1
