date,dma_name,state,product_category,size,promo_flag,orders,line_items,total_quantity,gross_revenue,total_discount,total_cost,avg_unit_price
2023-05-07,"Savannah, GA",GA,Girls Dresses,S (6-7),0,2,2,5,166,0,88.17,33.5
2023-05-07,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,1,15,20,15.69,35.0
2023-05-07,"Savannah, GA",GA,Girls Tops,M (8-10),1,1,1,1,-1,20,10.4,19.0
2023-05-07,"Savannah, GA",GA,Girls Tops,S (6-7),1,1,1,1,0,20,10.51,20.0
2023-05-08,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,20,30,25.2,25.0
2023-05-08,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,1,1,2,52,0,26.6,26.0
2023-05-08,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,24,0,10.12,24.0
2023-05-08,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,16,10,13.36,26.0
2023-05-08,"Columbus, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,27,0,11.25,27.0
2023-05-08,"Columbus, GA",GA,Girls Bottoms,S (6-7),1,2,2,2,25,30,21.96,27.5
2023-05-08,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,2,2,2,55,0,21.83,27.5
2023-05-08,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,22,15,19.06,37.0
2023-05-08,"Columbus, GA",GA,Girls Dresses,M (8-10),1,1,1,1,23,10,15.06,33.0
2023-05-08,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,2,30,20,19.84,25.0
2023-05-08,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,2,20,20,19.78,20.0
2023-05-08,"Columbus, GA",GA,Girls Tops,XS (4-5),1,1,1,2,22,30,19.74,26.0
2023-05-08,"Macon, GA",GA,Girls Dresses,M (8-10),1,1,1,2,34,30,25.26,32.0
2023-05-08,"Macon, GA",GA,Girls Dresses,S (6-7),1,1,1,1,16,15,16.98,31.0
2023-05-08,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,1,25,0,10.83,25.0
2023-05-08,"Macon, GA",GA,Girls Tops,XS (4-5),1,1,1,3,27,30,21.21,19.0
2023-05-08,"Savannah, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,12,15,14.01,27.0
2023-05-08,"Savannah, GA",GA,Girls Bottoms,XS (4-5),1,1,1,3,27,60,34.769999999999996,29.0
2023-05-08,"Savannah, GA",GA,Girls Dresses,L (12-14),1,2,2,3,71,40,47.68,36.5
2023-05-08,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,36,0,15.18,36.0
2023-05-08,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,23,0,9.08,23.0
2023-05-08,"Savannah, GA",GA,Girls Tops,XS (4-5),1,2,2,2,25,20,21.369999999999997,22.5
2023-05-09,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,35,0,14.91,35.0
2023-05-09,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,39,0,15.74,39.0
2023-05-09,"Atlanta, GA",GA,Girls Tops,L (12-14),1,1,1,1,11,15,12.14,26.0
2023-05-09,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,23,0,12.27,23.0
2023-05-09,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,10,15,11.24,25.0
2023-05-09,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,2,2,2,32,30,30.7,31.0
2023-05-09,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,9,20,12.33,29.0
2023-05-09,"Columbus, GA",GA,Girls Dresses,L (12-14),0,1,1,1,38,0,20.45,38.0
2023-05-09,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,13,20,11.95,33.0
2023-05-09,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,11,15,10.1,26.0
2023-05-09,"Columbus, GA",GA,Girls Tops,XS (4-5),1,1,1,1,3,20,10.81,23.0
2023-05-09,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,24,0,11.52,24.0
2023-05-09,"Macon, GA",GA,Girls Bottoms,XS (4-5),1,2,2,3,58,30,40.04,28.5
2023-05-09,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,1,15,20,12.92,35.0
2023-05-09,"Macon, GA",GA,Girls Dresses,S (6-7),0,1,1,1,34,0,16.76,34.0
2023-05-09,"Macon, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,19,20,21.29,39.0
2023-05-09,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,19,0,8.25,19.0
2023-05-09,"Savannah, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,62,0,29.36,31.0
2023-05-09,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,24,0,12.94,24.0
2023-05-09,"Savannah, GA",GA,Girls Dresses,M (8-10),0,1,1,2,62,0,33.68,31.0
2023-05-09,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,33,0,17.72,33.0
2023-05-09,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,2,2,51,0,21.270000000000003,25.5
2023-05-10,"Atlanta, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,26,30,20.32,28.0
2023-05-10,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,3,42,45,38.55,29.0
2023-05-10,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,22,10,14.42,32.0
2023-05-10,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,1,2,22,40,23.94,31.0
2023-05-10,"Atlanta, GA",GA,Girls Tops,M (8-10),1,1,1,1,6,20,11.84,26.0
2023-05-10,"Atlanta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,0,20,8.18,20.0
2023-05-10,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,57,0,24.450000000000003,28.5
2023-05-10,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,3,20,9.9,23.0
2023-05-10,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,1,9,10,7.54,19.0
2023-05-10,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,9,15,8.62,24.0
2023-05-10,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,3,18,45,28.11,21.0
2023-05-10,"Columbus, GA",GA,Girls Tops,M (8-10),1,2,2,3,20,50,32.41,24.0
2023-05-10,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,3,66,0,27.57,22.0
2023-05-10,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,1,10,15,12.05,25.0
2023-05-10,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,3,69,0,34.14,23.0
2023-05-10,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,29,0,13.67,29.0
2023-05-10,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,31,0,12.63,31.0
2023-05-10,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,1,36,0,18.7,36.0
2023-05-10,"Macon, GA",GA,Girls Dresses,M (8-10),1,2,2,2,38,35,36.15,36.5
2023-05-10,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,1,25,0,10.76,25.0
2023-05-10,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,29,0,11.07,29.0
2023-05-10,"Savannah, GA",GA,Girls Dresses,S (6-7),1,1,1,3,54,45,50.13,33.0
2023-05-10,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,21,0,8.13,21.0
2023-05-11,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,4,20,9.82,24.0
2023-05-11,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,25,0,13.73,25.0
2023-05-11,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,27,0,12.81,27.0
2023-05-11,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,28,30,27.7,29.0
2023-05-11,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,29,10,20.16,39.0
2023-05-11,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,32,0,16.09,32.0
2023-05-11,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,20,15,14.07,35.0
2023-05-11,"Augusta, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,33,0,14.68,33.0
2023-05-11,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,11,20,16.68,31.0
2023-05-11,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,11,15,11.01,26.0
2023-05-11,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,12,15,10.0,27.0
2023-05-11,"Columbus, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,7,20,13.2,27.0
2023-05-11,"Columbus, GA",GA,Girls Dresses,L (12-14),0,2,2,4,140,0,72.5,35.0
2023-05-11,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,19,15,17.28,34.0
2023-05-11,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,1,14,10,11.14,24.0
2023-05-11,"Columbus, GA",GA,Girls Tops,M (8-10),0,1,1,1,23,0,10.64,23.0
2023-05-11,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,2,20,20,15.42,20.0
2023-05-11,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,3,69,0,29.61,23.0
2023-05-11,"Macon, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,19,10,11.33,29.0
2023-05-11,"Macon, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,18,10,10.72,28.0
2023-05-11,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,13,15,13.25,28.0
2023-05-11,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,3,96,0,39.54,32.0
2023-05-11,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,35,0,13.15,35.0
2023-05-11,"Macon, GA",GA,Girls Tops,S (6-7),1,1,1,3,15,45,25.740000000000002,20.0
2023-05-11,"Savannah, GA",GA,Girls Dresses,M (8-10),0,1,1,1,33,0,14.18,33.0
2023-05-11,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,33,0,16.71,33.0
2023-05-11,"Savannah, GA",GA,Girls Tops,S (6-7),1,1,1,1,11,15,10.19,26.0
2023-05-11,"Savannah, GA",GA,Girls Tops,XS (4-5),1,1,1,1,8,15,12.32,23.0
2023-05-12,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,11,15,9.99,26.0
2023-05-12,"Atlanta, GA",GA,Girls Bottoms,M (8-10),1,1,1,3,18,60,30.27,26.0
2023-05-12,"Atlanta, GA",GA,Girls Tops,M (8-10),0,1,1,2,40,0,21.26,20.0
2023-05-12,"Augusta, GA",GA,Girls Dresses,L (12-14),0,1,1,1,34,0,12.59,34.0
2023-05-12,"Augusta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,39,0,13.87,39.0
2023-05-12,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,3,99,0,36.33,33.0
2023-05-12,"Augusta, GA",GA,Girls Tops,L (12-14),0,1,1,1,22,0,10.54,22.0
2023-05-12,"Augusta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,6,20,10.01,26.0
2023-05-12,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,9,20,12.58,29.0
2023-05-12,"Columbus, GA",GA,Girls Dresses,M (8-10),1,1,1,1,29,10,20.74,39.0
2023-05-12,"Columbus, GA",GA,Girls Dresses,S (6-7),0,1,1,1,38,0,20.63,38.0
2023-05-12,"Columbus, GA",GA,Girls Tops,L (12-14),0,1,1,1,19,0,10.13,19.0
2023-05-12,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,1,26,0,9.16,26.0
2023-05-12,"Macon, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,25,0,10.76,25.0
2023-05-12,"Macon, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,52,0,22.06,26.0
2023-05-12,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,34,0,14.78,34.0
2023-05-12,"Macon, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,20,15,17.66,35.0
2023-05-12,"Macon, GA",GA,Girls Tops,S (6-7),0,1,1,2,42,0,16.54,21.0
2023-05-12,"Macon, GA",GA,Girls Tops,S (6-7),1,1,1,1,1,20,10.97,21.0
2023-05-12,"Savannah, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,50,0,25.47,25.0
2023-05-12,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,18,10,14.1,28.0
2023-05-12,"Savannah, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,10,20,13.86,30.0
2023-05-12,"Savannah, GA",GA,Girls Tops,M (8-10),0,2,2,2,50,0,21.67,25.0
2023-05-12,"Savannah, GA",GA,Girls Tops,XS (4-5),1,2,2,5,32,65,49.53,19.5
2023-05-13,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,60,0,29.62,30.0
2023-05-13,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,2,2,3,31,45,37.75,26.5
2023-05-13,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,27,0,13.44,27.0
2023-05-13,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,26,10,19.31,36.0
2023-05-13,"Atlanta, GA",GA,Girls Tops,L (12-14),1,1,1,1,8,15,11.45,23.0
2023-05-13,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,23,0,8.78,23.0
2023-05-13,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,25,0,11.71,25.0
2023-05-13,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,54,0,24.5,27.0
2023-05-13,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,11,15,13.14,26.0
2023-05-13,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,1,11,20,15.73,31.0
2023-05-13,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,2,4,40,19.36,22.0
2023-05-13,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,2,2,2,23,30,22.42,26.5
2023-05-13,"Columbus, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,18,20,18.46,38.0
2023-05-13,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,2,48,0,23.04,24.0
2023-05-13,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,1,25,0,10.93,25.0
2023-05-13,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,29,0,12.92,29.0
2023-05-13,"Macon, GA",GA,Girls Bottoms,M (8-10),1,3,3,4,43,65,51.46,27.666666666666668
2023-05-13,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,34,0,13.79,34.0
2023-05-13,"Macon, GA",GA,Girls Tops,M (8-10),0,1,1,1,20,0,10.32,20.0
2023-05-13,"Savannah, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,24,0,12.51,24.0
2023-05-13,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,2,24,30,29.0,27.0
2023-05-13,"Savannah, GA",GA,Girls Dresses,L (12-14),0,1,1,2,62,0,22.98,31.0
2023-05-13,"Savannah, GA",GA,Girls Dresses,M (8-10),1,1,1,2,44,20,27.94,32.0
2023-05-13,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,1,25,0,12.23,25.0
2023-05-14,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,23,0,9.03,23.0
2023-05-14,"Atlanta, GA",GA,Girls Bottoms,M (8-10),1,2,2,2,29,25,22.83,27.0
2023-05-14,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,16,40,24.48,28.0
2023-05-14,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,12,40,19.34,26.0
2023-05-14,"Atlanta, GA",GA,Girls Dresses,L (12-14),0,2,2,2,68,0,28.41,34.0
2023-05-14,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,29,10,14.39,39.0
2023-05-14,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,2,2,2,68,0,27.25,34.0
2023-05-14,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,21,10,11.57,31.0
2023-05-14,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,2,44,0,22.08,22.0
2023-05-14,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,25,0,12.86,25.0
2023-05-14,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,2,2,2,53,0,25.96,26.5
2023-05-14,"Augusta, GA",GA,Girls Bottoms,M (8-10),1,2,2,2,27,30,25.73,28.5
2023-05-14,"Augusta, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,28,0,14.45,28.0
2023-05-14,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,7,20,12.76,27.0
2023-05-14,"Augusta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,16,20,15.87,36.0
2023-05-14,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,2,44,0,22.86,22.0
2023-05-14,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,7,20,13.32,27.0
2023-05-14,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,3,20,11.71,23.0
2023-05-14,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,26,0,12.59,26.0
2023-05-14,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,15,15,12.67,30.0
2023-05-14,"Macon, GA",GA,Girls Dresses,L (12-14),0,1,1,1,31,0,11.25,31.0
2023-05-14,"Macon, GA",GA,Girls Dresses,L (12-14),1,1,1,2,56,20,30.62,38.0
2023-05-14,"Macon, GA",GA,Girls Tops,L (12-14),0,1,1,1,22,0,7.97,22.0
2023-05-14,"Macon, GA",GA,Girls Tops,M (8-10),0,1,1,2,50,0,27.04,25.0
2023-05-14,"Savannah, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,32,0,13.59,32.0
2023-05-14,"Savannah, GA",GA,Girls Tops,XS (4-5),0,1,1,1,20,0,9.37,20.0
2023-05-15,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,28,0,10.52,28.0
2023-05-15,"Atlanta, GA",GA,Girls Bottoms,M (8-10),1,2,2,3,53,35,32.21,29.0
2023-05-15,"Atlanta, GA",GA,Girls Bottoms,S (6-7),0,1,1,3,90,0,33.900000000000006,30.0
2023-05-15,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,2,36,20,27.12,28.0
2023-05-15,"Atlanta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,17,20,18.74,37.0
2023-05-15,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,2,2,2,52,20,28.06,36.0
2023-05-15,"Atlanta, GA",GA,Girls Dresses,XS (4-5),0,1,1,3,111,0,60.300000000000004,37.0
2023-05-15,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,23,0,12.33,23.0
2023-05-15,"Augusta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,29,0,14.25,29.0
2023-05-15,"Augusta, GA",GA,Girls Bottoms,S (6-7),1,2,2,2,15,35,20.5,25.0
2023-05-15,"Augusta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,2,24,30,23.04,27.0
2023-05-15,"Augusta, GA",GA,Girls Dresses,S (6-7),0,1,1,1,35,0,13.65,35.0
2023-05-15,"Augusta, GA",GA,Girls Dresses,S (6-7),1,1,1,2,32,40,34.84,36.0
2023-05-15,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,4,15,8.13,19.0
2023-05-15,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,16,40,29.76,28.0
2023-05-15,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,9,20,14.89,29.0
2023-05-15,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,2,2,2,50,0,21.03,25.0
2023-05-15,"Columbus, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,33,0,12.65,33.0
2023-05-15,"Columbus, GA",GA,Girls Tops,S (6-7),0,1,1,1,19,0,8.57,19.0
2023-05-15,"Columbus, GA",GA,Girls Tops,XS (4-5),0,1,1,2,38,0,14.86,19.0
2023-05-15,"Macon, GA",GA,Girls Dresses,XS (4-5),0,1,1,1,32,0,17.09,32.0
2023-05-15,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,20,0,8.26,20.0
2023-05-15,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,11,20,11.36,31.0
2023-05-15,"Savannah, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,21,10,10.9,31.0
2023-05-15,"Savannah, GA",GA,Girls Bottoms,XS (4-5),0,1,1,3,78,0,30.42,26.0
2023-05-15,"Savannah, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,10,15,13.27,25.0
2023-05-16,"Atlanta, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,62,0,22.42,31.0
2023-05-16,"Atlanta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,19,10,14.05,29.0
2023-05-16,"Atlanta, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,11,20,14.08,31.0
2023-05-16,"Atlanta, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,8,15,9.98,23.0
2023-05-16,"Atlanta, GA",GA,Girls Dresses,M (8-10),0,1,1,1,37,0,19.0,37.0
2023-05-16,"Atlanta, GA",GA,Girls Dresses,S (6-7),1,1,1,3,33,60,42.24,31.0
2023-05-16,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,13,20,12.15,33.0
2023-05-16,"Atlanta, GA",GA,Girls Tops,S (6-7),1,1,1,1,12,10,9.42,22.0
2023-05-16,"Augusta, GA",GA,Girls Bottoms,L (12-14),1,1,1,1,20,10,16.29,30.0
2023-05-16,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,1,10,10,9.08,20.0
2023-05-16,"Augusta, GA",GA,Girls Tops,M (8-10),0,1,1,3,63,0,28.77,21.0
2023-05-16,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,8,15,9.39,23.0
2023-05-16,"Columbus, GA",GA,Girls Bottoms,L (12-14),1,1,1,2,30,20,22.14,25.0
2023-05-16,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,1,1,1,7,20,12.27,27.0
2023-05-16,"Columbus, GA",GA,Girls Dresses,L (12-14),1,1,1,1,17,15,13.64,32.0
2023-05-16,"Columbus, GA",GA,Girls Dresses,M (8-10),1,2,2,2,29,40,25.68,34.5
2023-05-16,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,27,10,16.32,37.0
2023-05-16,"Macon, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,27,0,13.33,27.0
2023-05-16,"Macon, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,28,0,11.2,28.0
2023-05-16,"Macon, GA",GA,Girls Bottoms,XS (4-5),0,1,1,1,28,0,12.96,28.0
2023-05-16,"Macon, GA",GA,Girls Dresses,M (8-10),0,1,1,1,39,0,16.09,39.0
2023-05-16,"Macon, GA",GA,Girls Tops,XS (4-5),1,1,1,1,14,10,9.41,24.0
2023-05-16,"Savannah, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,15,10,9.72,25.0
2023-05-16,"Savannah, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,18,20,16.78,38.0
2023-05-16,"Savannah, GA",GA,Girls Tops,S (6-7),0,1,1,3,78,0,34.32,26.0
2023-05-16,"Savannah, GA",GA,Girls Tops,XS (4-5),0,2,2,4,101,0,39.68,24.5
2023-05-16,"Savannah, GA",GA,Girls Tops,XS (4-5),1,1,1,1,10,15,13.02,25.0
2023-05-17,"Atlanta, GA",GA,Girls Bottoms,M (8-10),0,1,1,1,27,0,11.15,27.0
2023-05-17,"Atlanta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,15,20,13.51,35.0
2023-05-17,"Atlanta, GA",GA,Girls Dresses,XS (4-5),1,1,1,2,30,40,35.3,35.0
2023-05-17,"Atlanta, GA",GA,Girls Tops,L (12-14),0,1,1,1,19,0,9.6,19.0
2023-05-17,"Atlanta, GA",GA,Girls Tops,S (6-7),0,1,1,1,27,0,9.75,27.0
2023-05-17,"Atlanta, GA",GA,Girls Tops,XS (4-5),0,1,1,1,23,0,11.39,23.0
2023-05-17,"Atlanta, GA",GA,Girls Tops,XS (4-5),1,1,1,1,15,10,9.58,25.0
2023-05-17,"Augusta, GA",GA,Girls Bottoms,L (12-14),0,1,1,1,31,0,14.33,31.0
2023-05-17,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,2,48,20,28.86,34.0
2023-05-17,"Augusta, GA",GA,Girls Tops,M (8-10),1,1,1,1,10,10,8.76,20.0
2023-05-17,"Columbus, GA",GA,Girls Bottoms,S (6-7),0,1,1,1,28,0,12.55,28.0
2023-05-17,"Columbus, GA",GA,Girls Bottoms,XS (4-5),0,1,1,3,81,0,42.81,27.0
2023-05-17,"Columbus, GA",GA,Girls Bottoms,XS (4-5),1,2,2,5,101,50,54.67,30.0
2023-05-17,"Columbus, GA",GA,Girls Dresses,M (8-10),1,1,1,1,22,10,12.5,32.0
2023-05-17,"Columbus, GA",GA,Girls Tops,M (8-10),1,1,1,3,12,60,29.339999999999996,24.0
2023-05-17,"Macon, GA",GA,Girls Bottoms,S (6-7),1,1,1,1,13,10,11.37,23.0
2023-05-17,"Macon, GA",GA,Girls Dresses,S (6-7),1,1,1,2,44,20,29.52,32.0
2023-05-17,"Macon, GA",GA,Girls Tops,L (12-14),0,2,2,4,95,0,49.870000000000005,23.5
2023-05-17,"Macon, GA",GA,Girls Tops,M (8-10),1,1,1,3,36,45,43.74,27.0
2023-05-17,"Macon, GA",GA,Girls Tops,XS (4-5),0,1,1,1,27,0,13.71,27.0
2023-05-17,"Savannah, GA",GA,Girls Bottoms,S (6-7),0,1,1,2,56,0,26.6,28.0
2023-05-17,"Savannah, GA",GA,Girls Dresses,L (12-14),0,1,1,3,105,0,56.61,35.0
2023-05-17,"Savannah, GA",GA,Girls Tops,XS (4-5),1,1,1,1,17,10,10.19,27.0
2023-05-18,"Atlanta, GA",GA,Girls Tops,S (6-7),0,1,1,1,20,0,10.61,20.0
2023-05-18,"Augusta, GA",GA,Girls Dresses,L (12-14),1,1,1,1,22,15,14.9,37.0
2023-05-18,"Augusta, GA",GA,Girls Dresses,M (8-10),1,1,1,1,27,10,17.01,37.0
2023-05-18,"Augusta, GA",GA,Girls Tops,L (12-14),1,1,1,1,14,10,9.27,24.0
2023-05-18,"Columbus, GA",GA,Girls Bottoms,L (12-14),0,1,1,2,50,0,17.68,25.0
2023-05-18,"Columbus, GA",GA,Girls Bottoms,M (8-10),1,1,1,1,13,10,12.13,23.0
2023-05-18,"Columbus, GA",GA,Girls Dresses,S (6-7),1,1,1,1,24,10,15.17,34.0
2023-05-18,"Columbus, GA",GA,Girls Dresses,XS (4-5),1,1,1,1,14,20,14.26,34.0
2023-05-18,"Columbus, GA",GA,Girls Tops,L (12-14),1,1,1,1,9,15,11.82,24.0
2023-05-18,"Columbus, GA",GA,Girls Tops,M (8-10),1,1,1,1,10,15,13.72,25.0
2023-05-18,"Columbus, GA",GA,Girls Tops,S (6-7),1,1,1,3,-3,60,26.43,19.0
