date,airport_code,airport_name,state,format,audience_segment,spend,impressions,placements
2023-04-17,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-17,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-17,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-17,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-17,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-17,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-17,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-17,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-17,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-17,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-17,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-17,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-17,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-18,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-18,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-18,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-18,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-18,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-18,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-18,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-18,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-18,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-18,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-18,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-18,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-18,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-18,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-18,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-18,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-18,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-18,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-18,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-18,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-19,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-19,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-19,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-19,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-19,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-19,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-19,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-19,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-19,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-19,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-19,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-19,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-19,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-19,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-19,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-19,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-19,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-19,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-19,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-19,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-20,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-20,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-20,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-20,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-20,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-20,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-20,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-20,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-20,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-20,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-20,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-20,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-20,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-20,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-20,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-20,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-20,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-20,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-20,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-20,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-21,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-21,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-21,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-21,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-21,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-21,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-21,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-21,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-21,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-21,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-21,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-21,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-21,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-21,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-21,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-21,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-21,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-21,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-21,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-21,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-22,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-22,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-22,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-22,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-22,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-22,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-22,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-22,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-22,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-22,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-22,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-22,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-22,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-22,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-22,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-22,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-22,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-22,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-22,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-22,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-23,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Jet Bridge,Traveling Moms,3151.0514285714285,193623.85714285713,6
2023-04-23,BOS,Logan International Airport,MA,Digital Board,Frequent Flyers,2862.3214285714284,122028.71428571429,4
2023-04-23,BWI,Baltimore/Washington International Airport,MD,Digital Board,General Travelers,2262.7457142857143,117077.57142857143,4
2023-04-23,CLT,Charlotte Douglas International Airport,NC,Digital Board,Frequent Flyers,2917.3957142857143,183588.2857142857,4
2023-04-23,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2163.485714285714,126660.85714285714,5
2023-04-23,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,Frequent Flyers,3077.2957142857144,191090.2857142857,6
2023-04-23,DTW,Detroit Metropolitan Airport,MI,Baggage Claim Display,Traveling Moms,3166.797142857143,133418.42857142858,8
2023-04-23,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Family Leisure Travelers,2771.095714285714,172607.57142857142,11
2023-04-23,JFK,John F. Kennedy International Airport,NY,Digital Board,Frequent Flyers,2815.022857142857,138414.14285714287,9
2023-04-23,LAS,Harry Reid International Airport,NV,Concourse Wrap,General Travelers,2615.1785714285716,149217.0,3
2023-04-23,LAX,Los Angeles International Airport,CA,Concourse Wrap,Family Leisure Travelers,3041.921428571429,176089.7142857143,3
2023-04-23,LGA,LaGuardia Airport,NY,Digital Board,General Travelers,3333.9542857142856,208123.0,10
2023-04-23,MCO,Orlando International Airport,FL,Concourse Wrap,Frequent Flyers,2285.575714285714,108208.28571428571,5
2023-04-23,MIA,Miami International Airport,FL,Concourse Wrap,Traveling Moms,3170.1342857142854,184567.2857142857,7
2023-04-23,MSP,Minneapolis–Saint Paul International Airport,MN,Concourse Wrap,Family Leisure Travelers,2556.925714285714,107417.85714285714,11
2023-04-23,ORD,Chicago O'Hare International Airport,IL,Concourse Wrap,Traveling Moms,3464.7585714285715,215748.57142857142,6
2023-04-23,PHL,Philadelphia International Airport,PA,Digital Board,Traveling Moms,2770.695714285714,112278.57142857143,9
2023-04-23,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Traveling Moms,3326.21,202399.0,7
2023-04-23,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3157.3914285714286,148129.57142857142,4
2023-04-23,SFO,San Francisco International Airport,CA,Concourse Wrap,Traveling Moms,3611.4514285714286,171976.42857142858,11
2023-04-24,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Baggage Claim Display,General Travelers,3665.694285714286,169906.14285714287,3
2023-04-24,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2667.344285714286,144533.57142857142,6
2023-04-24,BWI,Baltimore/Washington International Airport,MD,Digital Board,Frequent Flyers,3178.94,142352.7142857143,4
2023-04-24,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Traveling Moms,3454.112857142857,221896.0,6
2023-04-24,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2789.022857142857,125270.42857142857,4
2023-04-24,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2668.247142857143,148587.42857142858,5
2023-04-24,DTW,Detroit Metropolitan Airport,MI,Concourse Wrap,Family Leisure Travelers,2798.6657142857143,140127.14285714287,11
2023-04-24,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Frequent Flyers,3450.727142857143,163510.0,4
2023-04-24,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Family Leisure Travelers,2952.097142857143,149244.57142857142,3
2023-04-24,LAS,Harry Reid International Airport,NV,Digital Board,Family Leisure Travelers,3163.707142857143,147345.42857142858,6
2023-04-24,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2911.5800000000004,186276.14285714287,4
2023-04-24,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2968.687142857143,184351.42857142858,3
2023-04-24,MCO,Orlando International Airport,FL,Digital Board,General Travelers,3269.5,158686.85714285713,9
2023-04-24,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3436.674285714286,163258.85714285713,7
2023-04-24,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2504.4757142857147,103568.0,11
2023-04-24,ORD,Chicago O'Hare International Airport,IL,Baggage Claim Display,Frequent Flyers,3016.0614285714287,159119.85714285713,7
2023-04-24,PHL,Philadelphia International Airport,PA,Baggage Claim Display,Frequent Flyers,3395.1771428571433,156381.2857142857,9
2023-04-24,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Family Leisure Travelers,2816.078571428571,148130.2857142857,5
2023-04-24,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3140.2514285714283,154690.0,10
2023-04-24,SFO,San Francisco International Airport,CA,Digital Board,General Travelers,2518.761428571429,138526.57142857142,8
2023-04-25,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Baggage Claim Display,General Travelers,3665.694285714286,169906.14285714287,3
2023-04-25,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2667.344285714286,144533.57142857142,6
2023-04-25,BWI,Baltimore/Washington International Airport,MD,Digital Board,Frequent Flyers,3178.94,142352.7142857143,4
2023-04-25,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Traveling Moms,3454.112857142857,221896.0,6
2023-04-25,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2789.022857142857,125270.42857142857,4
2023-04-25,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2668.247142857143,148587.42857142858,5
2023-04-25,DTW,Detroit Metropolitan Airport,MI,Concourse Wrap,Family Leisure Travelers,2798.6657142857143,140127.14285714287,11
2023-04-25,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Frequent Flyers,3450.727142857143,163510.0,4
2023-04-25,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Family Leisure Travelers,2952.097142857143,149244.57142857142,3
2023-04-25,LAS,Harry Reid International Airport,NV,Digital Board,Family Leisure Travelers,3163.707142857143,147345.42857142858,6
2023-04-25,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2911.5800000000004,186276.14285714287,4
2023-04-25,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2968.687142857143,184351.42857142858,3
2023-04-25,MCO,Orlando International Airport,FL,Digital Board,General Travelers,3269.5,158686.85714285713,9
2023-04-25,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3436.674285714286,163258.85714285713,7
2023-04-25,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2504.4757142857147,103568.0,11
2023-04-25,ORD,Chicago O'Hare International Airport,IL,Baggage Claim Display,Frequent Flyers,3016.0614285714287,159119.85714285713,7
2023-04-25,PHL,Philadelphia International Airport,PA,Baggage Claim Display,Frequent Flyers,3395.1771428571433,156381.2857142857,9
2023-04-25,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Family Leisure Travelers,2816.078571428571,148130.2857142857,5
2023-04-25,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3140.2514285714283,154690.0,10
2023-04-25,SFO,San Francisco International Airport,CA,Digital Board,General Travelers,2518.761428571429,138526.57142857142,8
2023-04-26,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Baggage Claim Display,General Travelers,3665.694285714286,169906.14285714287,3
2023-04-26,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2667.344285714286,144533.57142857142,6
2023-04-26,BWI,Baltimore/Washington International Airport,MD,Digital Board,Frequent Flyers,3178.94,142352.7142857143,4
2023-04-26,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Traveling Moms,3454.112857142857,221896.0,6
2023-04-26,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2789.022857142857,125270.42857142857,4
2023-04-26,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2668.247142857143,148587.42857142858,5
2023-04-26,DTW,Detroit Metropolitan Airport,MI,Concourse Wrap,Family Leisure Travelers,2798.6657142857143,140127.14285714287,11
2023-04-26,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Frequent Flyers,3450.727142857143,163510.0,4
2023-04-26,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Family Leisure Travelers,2952.097142857143,149244.57142857142,3
2023-04-26,LAS,Harry Reid International Airport,NV,Digital Board,Family Leisure Travelers,3163.707142857143,147345.42857142858,6
2023-04-26,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2911.5800000000004,186276.14285714287,4
2023-04-26,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2968.687142857143,184351.42857142858,3
2023-04-26,MCO,Orlando International Airport,FL,Digital Board,General Travelers,3269.5,158686.85714285713,9
2023-04-26,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3436.674285714286,163258.85714285713,7
2023-04-26,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2504.4757142857147,103568.0,11
2023-04-26,ORD,Chicago O'Hare International Airport,IL,Baggage Claim Display,Frequent Flyers,3016.0614285714287,159119.85714285713,7
2023-04-26,PHL,Philadelphia International Airport,PA,Baggage Claim Display,Frequent Flyers,3395.1771428571433,156381.2857142857,9
2023-04-26,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Family Leisure Travelers,2816.078571428571,148130.2857142857,5
2023-04-26,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3140.2514285714283,154690.0,10
2023-04-26,SFO,San Francisco International Airport,CA,Digital Board,General Travelers,2518.761428571429,138526.57142857142,8
2023-04-27,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Baggage Claim Display,General Travelers,3665.694285714286,169906.14285714287,3
2023-04-27,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2667.344285714286,144533.57142857142,6
2023-04-27,BWI,Baltimore/Washington International Airport,MD,Digital Board,Frequent Flyers,3178.94,142352.7142857143,4
2023-04-27,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Traveling Moms,3454.112857142857,221896.0,6
2023-04-27,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2789.022857142857,125270.42857142857,4
2023-04-27,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2668.247142857143,148587.42857142858,5
2023-04-27,DTW,Detroit Metropolitan Airport,MI,Concourse Wrap,Family Leisure Travelers,2798.6657142857143,140127.14285714287,11
2023-04-27,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Frequent Flyers,3450.727142857143,163510.0,4
2023-04-27,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Family Leisure Travelers,2952.097142857143,149244.57142857142,3
2023-04-27,LAS,Harry Reid International Airport,NV,Digital Board,Family Leisure Travelers,3163.707142857143,147345.42857142858,6
2023-04-27,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2911.5800000000004,186276.14285714287,4
2023-04-27,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2968.687142857143,184351.42857142858,3
2023-04-27,MCO,Orlando International Airport,FL,Digital Board,General Travelers,3269.5,158686.85714285713,9
2023-04-27,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3436.674285714286,163258.85714285713,7
2023-04-27,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2504.4757142857147,103568.0,11
2023-04-27,ORD,Chicago O'Hare International Airport,IL,Baggage Claim Display,Frequent Flyers,3016.0614285714287,159119.85714285713,7
2023-04-27,PHL,Philadelphia International Airport,PA,Baggage Claim Display,Frequent Flyers,3395.1771428571433,156381.2857142857,9
2023-04-27,PHX,Phoenix Sky Harbor International Airport,AZ,Jet Bridge,Family Leisure Travelers,2816.078571428571,148130.2857142857,5
2023-04-27,SEA,Seattle–Tacoma International Airport,WA,Concourse Wrap,Traveling Moms,3140.2514285714283,154690.0,10
2023-04-27,SFO,San Francisco International Airport,CA,Digital Board,General Travelers,2518.761428571429,138526.57142857142,8
2023-04-28,ATL,Hartsfield–Jackson Atlanta International Airport,GA,Baggage Claim Display,General Travelers,3665.694285714286,169906.14285714287,3
2023-04-28,BOS,Logan International Airport,MA,Jet Bridge,Frequent Flyers,2667.344285714286,144533.57142857142,6
2023-04-28,BWI,Baltimore/Washington International Airport,MD,Digital Board,Frequent Flyers,3178.94,142352.7142857143,4
2023-04-28,CLT,Charlotte Douglas International Airport,NC,Baggage Claim Display,Traveling Moms,3454.112857142857,221896.0,6
2023-04-28,DEN,Denver International Airport,CO,Baggage Claim Display,Family Leisure Travelers,2789.022857142857,125270.42857142857,4
2023-04-28,DFW,Dallas/Fort Worth International Airport,TX,Digital Board,General Travelers,2668.247142857143,148587.42857142858,5
2023-04-28,DTW,Detroit Metropolitan Airport,MI,Concourse Wrap,Family Leisure Travelers,2798.6657142857143,140127.14285714287,11
2023-04-28,IAH,George Bush Intercontinental Airport,TX,Jet Bridge,Frequent Flyers,3450.727142857143,163510.0,4
2023-04-28,JFK,John F. Kennedy International Airport,NY,Concourse Wrap,Family Leisure Travelers,2952.097142857143,149244.57142857142,3
2023-04-28,LAS,Harry Reid International Airport,NV,Digital Board,Family Leisure Travelers,3163.707142857143,147345.42857142858,6
2023-04-28,LAX,Los Angeles International Airport,CA,Concourse Wrap,Frequent Flyers,2911.5800000000004,186276.14285714287,4
2023-04-28,LGA,LaGuardia Airport,NY,Jet Bridge,General Travelers,2968.687142857143,184351.42857142858,3
2023-04-28,MCO,Orlando International Airport,FL,Digital Board,General Travelers,3269.5,158686.85714285713,9
2023-04-28,MIA,Miami International Airport,FL,Concourse Wrap,General Travelers,3436.674285714286,163258.85714285713,7
2023-04-28,MSP,Minneapolis–Saint Paul International Airport,MN,Digital Board,Family Leisure Travelers,2504.4757142857147,103568.0,11
