date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,link_clicks,video_views,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-04-21,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,48.16,2369,86,1054,484,356,Traffic,35-44,Suburban Moms
2023-12-08,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,25.63,1408,38,802,266,181,Video Views,18-24,Suburban Moms
2024-02-16,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,39.91,2109,67,969,460,385,Conversions,25-34,Teen Daughters
2023-12-29,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,66.53,4267,161,1822,909,728,Conversions,13-17,Moms & Daughters
2024-06-30,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,312.46,17048,632,9900,4644,4012,Conversions,25-34,Teen Daughters
2024-01-13,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,102.63,4416,151,2006,778,679,Conversions,35-44,Teen Daughters
2023-01-14,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,84.12,3713,53,1288,475,356,Video Views,18-24,Suburban Moms
2023-07-19,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,87.04,3943,136,1294,400,317,Conversions,25-34,Suburban Moms
2023-08-25,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,573.48,31293,501,14705,5151,3517,Conversions,13-17,Teen Daughters
2023-09-04,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,104.53,6772,243,2788,1483,1182,Conversions,13-17,Suburban Moms
2023-02-06,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,98.56,6610,134,3339,1448,877,Conversions,13-17,Teen Daughters
2024-05-05,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,138.38,8542,167,3200,1015,614,Conversions,35-44,Teen Daughters
2023-03-14,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,101.79,6102,87,3583,1173,712,Conversions,35-44,Suburban Moms
2023-02-19,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,259.67,14960,198,6269,2501,2317,Video Views,35-44,Moms & Daughters
2024-03-28,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,36.38,1850,21,970,545,455,Conversions,25-34,Teen Daughters
2023-04-11,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,225.77,10473,114,4265,1780,1324,Traffic,13-17,Suburban Moms
2024-05-29,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,137.51,6036,112,2225,829,672,Conversions,35-44,Teen Daughters
2023-03-13,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,102.52,5787,96,1925,829,751,Video Views,18-24,Suburban Moms
2023-09-30,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,282.84,13331,199,7442,3752,3316,Traffic,25-34,Moms & Daughters
2024-03-22,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,152.96,7297,122,2901,1588,1051,Video Views,35-44,Moms & Daughters
2023-04-19,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,200.43,10463,180,4081,1988,1207,Conversions,18-24,Suburban Moms
2023-04-30,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,68.78,4619,112,2256,740,447,Video Views,18-24,Teen Daughters
2024-03-07,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,50.37,2913,56,1641,493,464,Traffic,25-34,Suburban Moms
2023-06-04,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,114.19,5372,65,1666,670,547,Traffic,13-17,Teen Daughters
2024-06-05,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,322.85,14061,273,7029,3432,2890,Traffic,25-34,Teen Daughters
2024-04-17,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,232.31,11341,153,6346,2443,2136,Conversions,18-24,Teen Daughters
2023-06-28,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,29.06,1778,58,924,428,260,Traffic,13-17,Teen Daughters
2023-04-29,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,247.51,12101,406,4405,1569,1288,Traffic,25-34,Suburban Moms
2024-06-13,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,121.22,7265,118,2942,1169,1032,Conversions,25-34,Suburban Moms
2024-01-30,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,107.01,4785,61,1580,494,352,Traffic,35-44,Suburban Moms
2023-08-23,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,250.28,10207,397,5799,2454,2250,Video Views,18-24,Suburban Moms
2023-10-01,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,212.71,8960,131,4276,1311,1220,Traffic,13-17,Moms & Daughters
2023-02-10,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,96.78,6091,87,1936,768,530,Conversions,25-34,Suburban Moms
2024-05-10,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,51.27,2274,77,787,355,244,Conversions,13-17,Teen Daughters
2023-01-28,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,106.79,5707,165,2042,966,775,Traffic,13-17,Teen Daughters
2023-06-22,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,71.44,4761,180,1782,569,358,Conversions,35-44,Moms & Daughters
2023-07-11,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,271.11,13917,517,5278,1844,1723,Conversions,13-17,Moms & Daughters
2024-04-29,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,255.8,17683,587,8189,2601,2182,Conversions,13-17,Teen Daughters
2024-02-10,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,132.32,8015,151,2563,735,450,Video Views,13-17,Suburban Moms
2024-02-08,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,243.34,14223,521,4992,2064,1473,Conversions,35-44,Teen Daughters
2023-03-10,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,98.12,5480,173,1755,816,763,Traffic,13-17,Moms & Daughters
2024-04-13,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,154.31,8711,219,4725,1504,1120,Video Views,35-44,Moms & Daughters
2023-04-06,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,397.61,20430,516,8140,3182,2270,Traffic,25-34,Moms & Daughters
2024-05-09,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,100.45,5642,121,2713,1204,790,Video Views,18-24,Teen Daughters
2023-03-10,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,112.44,6514,155,2467,721,652,Traffic,18-24,Teen Daughters
2023-03-21,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,121.38,5901,110,1796,874,589,Video Views,13-17,Suburban Moms
2023-02-15,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,86.32,5660,210,3195,1699,1344,Conversions,13-17,Teen Daughters
2024-02-03,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,74.89,4787,108,1680,666,421,Video Views,25-34,Moms & Daughters
2023-08-17,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,404.08,20741,740,7211,3334,2708,Conversions,25-34,Moms & Daughters
2023-04-15,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,253.68,12583,494,6028,2905,2064,Traffic,25-34,Teen Daughters
2024-05-29,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,98.82,5800,72,2676,1220,801,Video Views,25-34,Teen Daughters
2023-10-19,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,316.86,12751,453,5823,2505,2355,Traffic,25-34,Teen Daughters
2023-10-09,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,181.63,8623,287,4108,2374,1929,Conversions,18-24,Teen Daughters
2023-03-08,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,35.92,2232,25,1166,388,364,Traffic,13-17,Moms & Daughters
2024-02-18,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,162.9,7433,87,3401,2291,1449,Video Views,13-17,Moms & Daughters
2023-02-08,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,76.02,3972,117,2323,1056,735,Traffic,25-34,Teen Daughters
2023-12-15,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,404.65,23848,656,13925,6264,3833,Video Views,18-24,Moms & Daughters
2023-09-20,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,27.14,1717,23,918,459,425,Video Views,25-34,Moms & Daughters
2023-01-24,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,81.15,3659,53,1418,587,443,Video Views,35-44,Teen Daughters
2023-05-03,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,67.2,3883,52,1792,753,491,Video Views,13-17,Suburban Moms
2023-07-23,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,325.11,19605,202,6313,3349,2049,Conversions,35-44,Suburban Moms
2024-04-25,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,281.04,14527,519,5536,2881,2726,Video Views,25-34,Teen Daughters
2023-12-13,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,77.35,4236,157,2093,773,516,Conversions,18-24,Teen Daughters
2023-07-11,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,39.5,1695,30,682,355,265,Conversions,18-24,Teen Daughters
2023-01-12,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,112.38,6777,167,2405,1212,1038,Video Views,18-24,Moms & Daughters
2023-05-06,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,157.3,9737,292,4864,1809,1204,Video Views,35-44,Suburban Moms
2023-11-09,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,251.96,10993,241,5121,2274,1464,Conversions,25-34,Suburban Moms
2023-04-23,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,254.22,13120,296,4299,1253,1168,Video Views,25-34,Teen Daughters
2023-05-16,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,185.7,7801,81,2999,1247,946,Conversions,25-34,Moms & Daughters
2024-05-24,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,117.77,7828,222,3031,1146,889,Conversions,25-34,Suburban Moms
2023-09-10,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,266.25,15890,176,5834,2039,1463,Video Views,13-17,Suburban Moms
2023-10-14,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,269.17,15830,630,9290,2712,1927,Conversions,18-24,Moms & Daughters
2023-02-22,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,106.47,6752,180,2269,998,661,Traffic,35-44,Teen Daughters
2023-01-22,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,168.81,10417,262,4138,1594,1216,Video Views,25-34,Moms & Daughters
2023-10-22,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,65.85,3886,88,1524,715,452,Video Views,35-44,Suburban Moms
2024-03-17,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,140.45,8488,183,4442,1690,1099,Conversions,18-24,Teen Daughters
2024-04-20,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,145.23,8366,286,2826,1465,1258,Conversions,35-44,Suburban Moms
2023-07-25,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,297.99,14639,368,7062,2195,1427,Traffic,13-17,Suburban Moms
2023-07-31,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,293.03,12474,283,5433,1736,1297,Video Views,25-34,Teen Daughters
2023-03-08,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,197.76,8915,185,5289,1968,1787,Conversions,13-17,Suburban Moms
2024-03-06,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,141.37,8443,208,4325,2212,1517,Video Views,18-24,Suburban Moms
2023-03-27,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,68.92,4010,43,2174,879,817,Conversions,35-44,Suburban Moms
2023-10-15,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,237.77,9736,278,4241,2128,1890,Conversions,18-24,Teen Daughters
2023-08-03,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,319.78,16592,633,8065,4396,2972,Video Views,35-44,Teen Daughters
2023-10-19,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,113.37,7913,105,2792,1722,1263,Traffic,25-34,Moms & Daughters
2023-12-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,90.5,6273,240,3226,1395,891,Traffic,25-34,Suburban Moms
2023-11-22,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,254.04,13334,509,5417,2130,1533,Video Views,35-44,Moms & Daughters
2023-05-06,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,137.69,8490,336,4611,1662,1226,Traffic,35-44,Moms & Daughters
2024-06-28,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,68.84,3913,130,2320,1064,1010,Video Views,25-34,Teen Daughters
2023-09-10,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,72.17,4444,176,1862,794,496,Conversions,25-34,Teen Daughters
2023-06-25,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,273.85,16849,566,6245,2351,1507,Video Views,13-17,Moms & Daughters
2024-05-21,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,70.31,3468,39,1777,508,348,Video Views,18-24,Suburban Moms
2023-05-08,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,74.63,4051,143,1955,941,735,Conversions,13-17,Moms & Daughters
2023-10-06,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,122.17,5216,105,2691,1174,734,Video Views,18-24,Moms & Daughters
2024-04-21,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,320.01,18886,338,6825,2762,2286,Conversions,13-17,Suburban Moms
2023-07-19,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,482.56,27646,826,12253,5981,3963,Conversions,35-44,Moms & Daughters
2023-03-15,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,402.91,27712,877,15356,6287,5189,Video Views,18-24,Moms & Daughters
2023-01-13,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,99.87,4218,94,2258,1023,712,Video Views,25-34,Moms & Daughters
2023-10-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,76.22,3684,88,1282,335,279,Traffic,25-34,Suburban Moms
2024-05-04,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,205.98,14063,281,7149,2741,2032,Traffic,18-24,Teen Daughters
2024-05-24,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,140.92,8524,273,3791,1461,1240,Traffic,25-34,Suburban Moms
2023-05-29,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,327.1,22406,349,10364,5150,3349,Video Views,13-17,Teen Daughters
2024-01-25,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,124.16,5701,119,2258,925,632,Traffic,35-44,Teen Daughters
2024-03-16,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,141.33,8701,164,2907,1309,978,Traffic,25-34,Moms & Daughters
2024-01-25,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,172.79,11125,346,5300,2402,1445,Traffic,25-34,Teen Daughters
2023-03-08,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,145.43,8064,166,4813,1773,1578,Video Views,13-17,Moms & Daughters
2023-11-04,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,213.86,12453,475,7274,4408,2975,Video Views,35-44,Suburban Moms
2024-01-31,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,280.03,15517,210,7864,2699,1980,Video Views,18-24,Teen Daughters
2024-03-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,269.15,16825,317,5710,1935,1577,Traffic,13-17,Suburban Moms
2023-11-12,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,63.57,2554,54,1320,580,378,Traffic,35-44,Moms & Daughters
2023-08-27,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,98.17,4030,150,1820,872,575,Conversions,18-24,Teen Daughters
2024-05-23,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,78.28,3434,95,1116,525,336,Video Views,35-44,Moms & Daughters
2024-02-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,148.16,9778,384,4245,1825,1176,Traffic,18-24,Suburban Moms
2023-01-03,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,58.18,3101,86,1639,496,445,Video Views,25-34,Teen Daughters
2023-05-18,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,126.78,8467,207,2698,1012,746,Video Views,35-44,Suburban Moms
2023-07-21,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,156.3,7372,159,3791,1867,1368,Video Views,13-17,Moms & Daughters
2023-07-28,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,108.51,4679,136,2284,1272,1192,Video Views,25-34,Moms & Daughters
2023-05-25,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,39.9,2564,87,1006,606,393,Traffic,25-34,Moms & Daughters
2023-01-15,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,103.14,5641,195,2699,811,503,Conversions,35-44,Teen Daughters
2023-01-13,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,250.74,10820,233,4312,1342,1137,Traffic,35-44,Moms & Daughters
2024-06-14,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,113.71,6719,138,3494,1904,1726,Conversions,35-44,Teen Daughters
2024-05-16,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,174.9,11886,345,4540,1860,1283,Conversions,35-44,Moms & Daughters
2024-02-15,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,220.03,11531,214,3820,1577,1402,Traffic,35-44,Teen Daughters
2023-06-01,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,99.46,5263,54,2696,1366,964,Conversions,25-34,Suburban Moms
2023-07-16,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,348.24,22559,433,9761,3983,2926,Video Views,18-24,Suburban Moms
2023-02-28,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,355.53,15942,450,5758,2234,1907,Video Views,25-34,Moms & Daughters
2023-02-15,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,90.79,4000,83,1587,637,475,Conversions,18-24,Suburban Moms
2023-04-14,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,58.17,3649,80,1222,519,360,Video Views,25-34,Suburban Moms
2023-08-01,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,74.54,4551,176,1852,807,586,Conversions,13-17,Suburban Moms
2023-01-06,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,103.78,4490,82,1730,676,625,Conversions,25-34,Suburban Moms
2023-07-07,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,79.84,3375,34,1182,462,332,Traffic,13-17,Teen Daughters
2023-05-15,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,24.86,1149,26,562,243,169,Traffic,25-34,Suburban Moms
2024-04-14,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,482.45,25835,468,14596,6138,4816,Video Views,35-44,Suburban Moms
2023-07-09,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,67.01,4304,132,1813,980,783,Traffic,25-34,Teen Daughters
2024-01-17,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,189.95,11709,187,6584,2848,2697,Conversions,13-17,Moms & Daughters
2023-08-22,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,273.34,16507,629,6692,2598,2304,Video Views,25-34,Moms & Daughters
2024-03-18,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,203.6,8485,145,2886,1486,1356,Conversions,35-44,Moms & Daughters
2023-08-06,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,522.47,29847,1156,15245,6093,4934,Conversions,35-44,Suburban Moms
2024-02-14,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,126.42,6592,231,2574,1113,1027,Video Views,35-44,Suburban Moms
2024-02-22,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,166.24,8180,309,3088,1189,735,Traffic,25-34,Teen Daughters
2023-01-18,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,107.44,5228,195,2866,1205,1063,Traffic,13-17,Teen Daughters
2023-09-21,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,135.97,8132,240,3313,1453,1128,Conversions,13-17,Teen Daughters
2023-10-11,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,54.16,3341,109,1735,545,429,Conversions,18-24,Suburban Moms
2024-01-29,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,202.13,9579,99,5411,2921,1800,Conversions,35-44,Suburban Moms
2023-07-29,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,129.87,8545,213,3980,1584,1041,Traffic,18-24,Moms & Daughters
2024-04-22,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,160.7,8233,258,3234,1400,1171,Traffic,25-34,Suburban Moms
2024-01-12,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,223.75,13822,349,8135,3821,3325,Video Views,13-17,Moms & Daughters
2024-03-01,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,84.19,4098,111,1466,928,577,Video Views,25-34,Moms & Daughters
2024-01-29,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,177.8,12184,487,5202,2196,1845,Video Views,18-24,Suburban Moms
2023-04-19,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,266.56,11341,181,5003,2082,1281,Conversions,18-24,Teen Daughters
2023-04-03,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,371.56,16408,287,6682,2140,1580,Video Views,35-44,Suburban Moms
2023-02-19,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,128.12,7314,174,4367,1612,1203,Traffic,35-44,Suburban Moms
2023-11-10,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,75.65,3301,73,1965,780,522,Video Views,18-24,Moms & Daughters
2023-08-21,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,208.66,12070,218,6879,3061,1919,Video Views,25-34,Teen Daughters
2023-02-06,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,54.51,2359,41,833,323,218,Video Views,35-44,Teen Daughters
2023-08-10,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,155.93,9020,107,3440,1531,1077,Traffic,18-24,Teen Daughters
2023-07-16,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,638.5,37320,415,16395,6949,5794,Traffic,35-44,Suburban Moms
2023-12-07,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,393.75,24048,822,13384,6778,5983,Video Views,18-24,Teen Daughters
2023-06-12,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,294.17,17730,295,8181,2617,2391,Video Views,18-24,Suburban Moms
2023-11-08,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,88.55,5851,195,3052,1081,745,Traffic,18-24,Suburban Moms
2023-11-17,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,225.87,12100,210,4086,1880,1438,Video Views,35-44,Moms & Daughters
2023-04-13,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,86.27,5564,213,2203,775,582,Conversions,13-17,Moms & Daughters
2023-05-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,37.94,1973,66,637,229,155,Video Views,13-17,Teen Daughters
2023-07-01,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,151.51,6214,113,2417,889,560,Video Views,18-24,Moms & Daughters
2024-02-14,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,161.43,6621,117,3861,1627,1164,Conversions,18-24,Teen Daughters
2023-02-23,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,47.06,3195,90,1278,622,528,Conversions,13-17,Suburban Moms
2024-05-20,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,218.4,11830,330,5309,2258,1790,Traffic,18-24,Moms & Daughters
2023-01-26,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,210.43,11373,180,3626,2192,1634,Traffic,35-44,Teen Daughters
2023-01-04,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,71.13,4776,52,2588,946,660,Conversions,35-44,Teen Daughters
2023-01-05,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,80.69,3611,142,2099,1050,835,Video Views,13-17,Moms & Daughters
2024-06-25,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,38.66,2312,82,820,403,354,Traffic,25-34,Moms & Daughters
2023-02-17,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,40.29,2286,40,715,287,238,Video Views,25-34,Moms & Daughters
2024-05-23,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,46.43,2005,68,1136,597,458,Video Views,13-17,Suburban Moms
2023-08-15,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,114.88,4938,172,2536,863,819,Video Views,18-24,Teen Daughters
2023-06-15,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,163.83,8668,178,3136,1069,815,Traffic,18-24,Suburban Moms
2024-05-04,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,38.33,2389,79,1251,419,332,Traffic,35-44,Moms & Daughters
2024-03-20,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,149.44,10043,265,3381,1478,1310,Traffic,35-44,Suburban Moms
2024-04-03,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,220.72,10845,422,5450,2176,1763,Conversions,13-17,Teen Daughters
2024-01-10,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,79.66,4599,69,1398,601,507,Traffic,18-24,Suburban Moms
2024-04-23,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,154.95,10643,423,4406,1613,1034,Conversions,25-34,Suburban Moms
2024-06-18,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,135.23,5852,87,3366,1767,1081,Video Views,35-44,Teen Daughters
2023-01-30,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,131.32,5639,191,3125,927,780,Video Views,18-24,Suburban Moms
