week_start_date,airport_code,airport_name,spend,impressions,placements,format,audience_segment
2023-04-03,MSP,Minneapolis–Saint Paul International Airport,21483.52,972220,6,Digital Board,Family Leisure Travelers
2023-04-03,DTW,Detroit Metropolitan Airport,19264.78,1194300,10,Concourse Wrap,General Travelers
2023-04-03,PHL,Philadelphia International Airport,14832.18,659680,9,Concourse Wrap,General Travelers
2023-04-03,LGA,LaGuardia Airport,16688.36,698934,5,Digital Board,General Travelers
2023-04-03,BWI,Baltimore/Washington International Airport,22510.75,1399472,8,Concourse Wrap,General Travelers
2023-04-10,ATL,Hartsfield–Jackson Atlanta International Airport,22546.77,1340803,6,Concourse Wrap,Traveling Moms
2023-04-10,LAX,Los Angeles International Airport,20560.1,834913,8,Digital Board,General Travelers
2023-04-10,ORD,Chicago O'Hare International Airport,18524.74,862684,11,Jet Bridge,Family Leisure Travelers
2023-04-10,DFW,Dallas/Fort Worth International Airport,22854.78,922058,11,Baggage Claim Display,Traveling Moms
2023-04-10,DEN,Denver International Airport,20562.33,1040957,9,Baggage Claim Display,Traveling Moms
2023-04-10,JFK,John F. Kennedy International Airport,14456.66,839758,5,Concourse Wrap,General Travelers
2023-04-10,SFO,San Francisco International Airport,20645.08,1303191,7,Baggage Claim Display,Traveling Moms
2023-04-10,SEA,Seattle–Tacoma International Airport,22278.07,1371803,5,Digital Board,General Travelers
2023-04-10,LAS,Harry Reid International Airport,15471.94,796427,7,Concourse Wrap,Traveling Moms
2023-04-10,MCO,Orlando International Airport,18885.93,1128965,11,Digital Board,General Travelers
2023-04-10,CLT,Charlotte Douglas International Airport,22186.34,1278462,5,Digital Board,General Travelers
2023-04-10,MIA,Miami International Airport,17303.74,1075951,6,Concourse Wrap,General Travelers
2023-04-10,PHX,Phoenix Sky Harbor International Airport,12934.78,607837,9,Jet Bridge,Family Leisure Travelers
2023-04-10,IAH,George Bush Intercontinental Airport,13647.97,551887,6,Concourse Wrap,Frequent Flyers
2023-04-10,BOS,Logan International Airport,17256.42,758888,9,Digital Board,General Travelers
2023-04-10,MSP,Minneapolis–Saint Paul International Airport,17474.94,1101156,4,Digital Board,General Travelers
2023-04-10,DTW,Detroit Metropolitan Airport,20526.97,1005925,4,Jet Bridge,Frequent Flyers
2023-04-10,PHL,Philadelphia International Airport,19590.09,787404,7,Baggage Claim Display,General Travelers
2023-04-10,LGA,LaGuardia Airport,25664.11,1602538,9,Digital Board,Family Leisure Travelers
2023-04-10,BWI,Baltimore/Washington International Airport,27034.11,1336585,9,Jet Bridge,Frequent Flyers
2023-04-17,ATL,Hartsfield–Jackson Atlanta International Airport,22057.36,1355367,6,Jet Bridge,Traveling Moms
2023-04-17,LAX,Los Angeles International Airport,21293.45,1232628,3,Concourse Wrap,Family Leisure Travelers
2023-04-17,ORD,Chicago O'Hare International Airport,24253.31,1510240,6,Concourse Wrap,Traveling Moms
2023-04-17,DFW,Dallas/Fort Worth International Airport,21541.07,1337632,6,Digital Board,Frequent Flyers
2023-04-17,DEN,Denver International Airport,15144.4,886626,5,Baggage Claim Display,Family Leisure Travelers
2023-04-17,JFK,John F. Kennedy International Airport,19705.16,968899,9,Digital Board,Frequent Flyers
2023-04-17,SFO,San Francisco International Airport,25280.16,1203835,11,Concourse Wrap,Traveling Moms
2023-04-17,SEA,Seattle–Tacoma International Airport,22101.74,1036907,4,Concourse Wrap,Traveling Moms
2023-04-17,LAS,Harry Reid International Airport,18306.25,1044519,3,Concourse Wrap,General Travelers
2023-04-17,MCO,Orlando International Airport,15999.03,757458,5,Concourse Wrap,Frequent Flyers
2023-04-17,CLT,Charlotte Douglas International Airport,20421.77,1285118,4,Digital Board,Frequent Flyers
2023-04-17,MIA,Miami International Airport,22190.94,1291971,7,Concourse Wrap,Traveling Moms
2023-04-17,PHX,Phoenix Sky Harbor International Airport,23283.47,1416793,7,Jet Bridge,Traveling Moms
2023-04-17,IAH,George Bush Intercontinental Airport,19397.67,1208253,11,Jet Bridge,Family Leisure Travelers
2023-04-17,BOS,Logan International Airport,20036.25,854201,4,Digital Board,Frequent Flyers
2023-04-17,MSP,Minneapolis–Saint Paul International Airport,17898.48,751925,11,Concourse Wrap,Family Leisure Travelers
2023-04-17,DTW,Detroit Metropolitan Airport,22167.58,933929,8,Baggage Claim Display,Traveling Moms
2023-04-17,PHL,Philadelphia International Airport,19394.87,785950,9,Digital Board,Traveling Moms
2023-04-17,LGA,LaGuardia Airport,23337.68,1456861,10,Digital Board,General Travelers
2023-04-17,BWI,Baltimore/Washington International Airport,15839.22,819543,4,Digital Board,General Travelers
2023-04-24,ATL,Hartsfield–Jackson Atlanta International Airport,25659.86,1189343,3,Baggage Claim Display,General Travelers
2023-04-24,LAX,Los Angeles International Airport,20381.06,1303933,4,Concourse Wrap,Frequent Flyers
2023-04-24,ORD,Chicago O'Hare International Airport,21112.43,1113839,7,Baggage Claim Display,Frequent Flyers
2023-04-24,DFW,Dallas/Fort Worth International Airport,18677.73,1040112,5,Digital Board,General Travelers
2023-04-24,DEN,Denver International Airport,19523.16,876893,4,Baggage Claim Display,Family Leisure Travelers
2023-04-24,JFK,John F. Kennedy International Airport,20664.68,1044712,3,Concourse Wrap,Family Leisure Travelers
2023-04-24,SFO,San Francisco International Airport,17631.33,969686,8,Digital Board,General Travelers
2023-04-24,SEA,Seattle–Tacoma International Airport,21981.76,1082830,10,Concourse Wrap,Traveling Moms
2023-04-24,LAS,Harry Reid International Airport,22145.95,1031418,6,Digital Board,Family Leisure Travelers
2023-04-24,MCO,Orlando International Airport,22886.5,1110808,9,Digital Board,General Travelers
2023-04-24,CLT,Charlotte Douglas International Airport,24178.79,1553272,6,Baggage Claim Display,Traveling Moms
2023-04-24,MIA,Miami International Airport,24056.72,1142812,7,Concourse Wrap,General Travelers
2023-04-24,PHX,Phoenix Sky Harbor International Airport,19712.55,1036912,5,Jet Bridge,Family Leisure Travelers
2023-04-24,IAH,George Bush Intercontinental Airport,24155.09,1144570,4,Jet Bridge,Frequent Flyers
2023-04-24,BOS,Logan International Airport,18671.41,1011735,6,Jet Bridge,Frequent Flyers
2023-04-24,MSP,Minneapolis–Saint Paul International Airport,17531.33,724976,11,Digital Board,Family Leisure Travelers
2023-04-24,DTW,Detroit Metropolitan Airport,19590.66,980890,11,Concourse Wrap,Family Leisure Travelers
2023-04-24,PHL,Philadelphia International Airport,23766.24,1094669,9,Baggage Claim Display,Frequent Flyers
2023-04-24,LGA,LaGuardia Airport,20780.81,1290460,3,Jet Bridge,General Travelers
2023-04-24,BWI,Baltimore/Washington International Airport,22252.58,996469,4,Digital Board,Frequent Flyers
2023-05-01,ATL,Hartsfield–Jackson Atlanta International Airport,16940.45,726557,10,Jet Bridge,Family Leisure Travelers
2023-05-01,LAX,Los Angeles International Airport,14304.78,744283,6,Baggage Claim Display,Traveling Moms
2023-05-01,ORD,Chicago O'Hare International Airport,13037.63,822777,8,Digital Board,Traveling Moms
2023-05-01,DFW,Dallas/Fort Worth International Airport,14319.03,744394,7,Concourse Wrap,Frequent Flyers
2023-05-01,DEN,Denver International Airport,17804.08,1019055,3,Jet Bridge,General Travelers
2023-05-01,JFK,John F. Kennedy International Airport,13893.93,695509,3,Baggage Claim Display,General Travelers
2023-05-01,SFO,San Francisco International Airport,19640.48,811880,7,Concourse Wrap,Traveling Moms
2023-05-01,SEA,Seattle–Tacoma International Airport,15099.86,691536,8,Concourse Wrap,Family Leisure Travelers
2023-05-01,LAS,Harry Reid International Airport,15228.64,927665,8,Jet Bridge,Frequent Flyers
2023-05-01,MCO,Orlando International Airport,10960.33,679743,10,Baggage Claim Display,Traveling Moms
2023-05-01,CLT,Charlotte Douglas International Airport,14667.79,942148,10,Concourse Wrap,General Travelers
2023-05-01,MIA,Miami International Airport,11494.15,519226,6,Baggage Claim Display,Traveling Moms
2023-05-01,PHX,Phoenix Sky Harbor International Airport,14175.44,898066,9,Baggage Claim Display,General Travelers
2023-05-01,IAH,George Bush Intercontinental Airport,14436.88,779977,5,Concourse Wrap,Frequent Flyers
2023-05-01,BOS,Logan International Airport,17411.12,702979,6,Jet Bridge,Traveling Moms
2023-05-01,MSP,Minneapolis–Saint Paul International Airport,15878.92,868911,7,Concourse Wrap,General Travelers
2023-05-01,DTW,Detroit Metropolitan Airport,18374.4,1142694,5,Concourse Wrap,Traveling Moms
2023-05-01,PHL,Philadelphia International Airport,18913.53,902733,11,Digital Board,Traveling Moms
2023-05-01,LGA,LaGuardia Airport,21904.34,1016693,3,Digital Board,General Travelers
2023-05-01,BWI,Baltimore/Washington International Airport,15608.87,805068,7,Jet Bridge,Traveling Moms
2023-05-08,ATL,Hartsfield–Jackson Atlanta International Airport,15918.73,809042,6,Jet Bridge,General Travelers
2023-05-08,LAX,Los Angeles International Airport,13785.91,798616,5,Jet Bridge,Traveling Moms
2023-05-08,ORD,Chicago O'Hare International Airport,15803.78,726877,3,Concourse Wrap,Frequent Flyers
2023-05-08,DFW,Dallas/Fort Worth International Airport,17227.23,1061294,4,Baggage Claim Display,Traveling Moms
2023-05-08,DEN,Denver International Airport,16383.51,945129,9,Digital Board,General Travelers
2023-05-08,JFK,John F. Kennedy International Airport,17059.88,799198,7,Digital Board,General Travelers
2023-05-08,SFO,San Francisco International Airport,12750.36,642081,3,Digital Board,Traveling Moms
2023-05-08,SEA,Seattle–Tacoma International Airport,12936.4,808589,4,Jet Bridge,General Travelers
2023-05-08,LAS,Harry Reid International Airport,19617.0,1028329,7,Baggage Claim Display,General Travelers
2023-05-08,MCO,Orlando International Airport,14390.22,682121,3,Jet Bridge,Traveling Moms
2023-05-08,CLT,Charlotte Douglas International Airport,17418.77,1106748,9,Digital Board,General Travelers
2023-05-08,MIA,Miami International Airport,14207.62,630482,7,Jet Bridge,General Travelers
2023-05-08,PHX,Phoenix Sky Harbor International Airport,18294.34,900592,4,Baggage Claim Display,General Travelers
2023-05-08,IAH,George Bush Intercontinental Airport,16368.22,1041725,5,Concourse Wrap,Traveling Moms
2023-05-08,BOS,Logan International Airport,14047.15,619996,4,Digital Board,Traveling Moms
2023-05-08,MSP,Minneapolis–Saint Paul International Airport,17046.69,756510,9,Digital Board,Traveling Moms
2023-05-08,DTW,Detroit Metropolitan Airport,20666.14,1111130,7,Concourse Wrap,Family Leisure Travelers
2023-05-08,PHL,Philadelphia International Airport,18397.5,842638,11,Digital Board,General Travelers
2023-05-08,LGA,LaGuardia Airport,18246.89,874264,6,Jet Bridge,Family Leisure Travelers
2023-05-08,BWI,Baltimore/Washington International Airport,14683.3,764442,10,Jet Bridge,Family Leisure Travelers
2023-05-15,ATL,Hartsfield–Jackson Atlanta International Airport,19986.8,1296260,11,Baggage Claim Display,General Travelers
2023-05-15,LAX,Los Angeles International Airport,11742.98,555244,5,Digital Board,Traveling Moms
2023-05-15,ORD,Chicago O'Hare International Airport,18104.71,995386,11,Concourse Wrap,Traveling Moms
2023-05-15,DFW,Dallas/Fort Worth International Airport,13448.41,598750,6,Digital Board,Family Leisure Travelers
2023-05-15,DEN,Denver International Airport,18514.0,749893,4,Baggage Claim Display,Traveling Moms
2023-05-15,JFK,John F. Kennedy International Airport,19665.58,1193781,3,Digital Board,Family Leisure Travelers
2023-05-15,SFO,San Francisco International Airport,19361.03,1053147,8,Jet Bridge,General Travelers
2023-05-15,SEA,Seattle–Tacoma International Airport,20208.83,864335,6,Concourse Wrap,General Travelers
2023-05-15,LAS,Harry Reid International Airport,15794.73,753325,9,Jet Bridge,Traveling Moms
2023-05-15,MCO,Orlando International Airport,18860.14,1089888,4,Concourse Wrap,Traveling Moms
2023-05-15,CLT,Charlotte Douglas International Airport,11422.7,700531,8,Digital Board,Traveling Moms
2023-05-15,MIA,Miami International Airport,15078.28,931147,6,Digital Board,Traveling Moms
2023-05-15,PHX,Phoenix Sky Harbor International Airport,19162.53,803834,8,Jet Bridge,Frequent Flyers
2023-05-15,IAH,George Bush Intercontinental Airport,16283.02,1013317,7,Concourse Wrap,General Travelers
2023-05-15,BOS,Logan International Airport,13160.84,605039,9,Digital Board,Traveling Moms
2023-05-15,MSP,Minneapolis–Saint Paul International Airport,15419.12,639537,6,Digital Board,Frequent Flyers
2023-05-15,DTW,Detroit Metropolitan Airport,15481.63,776575,11,Jet Bridge,Traveling Moms
2023-05-15,PHL,Philadelphia International Airport,19191.59,1041619,7,Jet Bridge,General Travelers
2023-05-15,LGA,LaGuardia Airport,21703.21,1140714,8,Jet Bridge,General Travelers
2023-05-15,BWI,Baltimore/Washington International Airport,14144.6,653170,8,Baggage Claim Display,General Travelers
2023-05-22,ATL,Hartsfield–Jackson Atlanta International Airport,12443.17,576780,7,Digital Board,Frequent Flyers
2023-05-22,LAX,Los Angeles International Airport,20924.83,1116621,11,Jet Bridge,Frequent Flyers
2023-05-22,ORD,Chicago O'Hare International Airport,15474.35,751346,5,Baggage Claim Display,Family Leisure Travelers
2023-05-22,DFW,Dallas/Fort Worth International Airport,18624.45,1104136,3,Baggage Claim Display,General Travelers
2023-05-22,DEN,Denver International Airport,17962.81,1100879,7,Jet Bridge,Frequent Flyers
2023-05-22,JFK,John F. Kennedy International Airport,18538.0,945587,9,Digital Board,Family Leisure Travelers
2023-05-22,SFO,San Francisco International Airport,14266.08,644386,4,Jet Bridge,Frequent Flyers
2023-05-22,SEA,Seattle–Tacoma International Airport,13476.36,676762,5,Baggage Claim Display,Frequent Flyers
2023-05-22,LAS,Harry Reid International Airport,10297.15,498354,5,Digital Board,General Travelers
2023-05-22,MCO,Orlando International Airport,17232.72,856993,4,Digital Board,Traveling Moms
2023-05-22,CLT,Charlotte Douglas International Airport,18207.05,1169593,5,Jet Bridge,Frequent Flyers
2023-05-22,MIA,Miami International Airport,14355.18,764279,8,Baggage Claim Display,Traveling Moms
2023-05-22,PHX,Phoenix Sky Harbor International Airport,12186.06,755175,7,Baggage Claim Display,Traveling Moms
2023-05-22,IAH,George Bush Intercontinental Airport,15895.87,688201,4,Digital Board,Family Leisure Travelers
2023-05-22,BOS,Logan International Airport,14348.23,905350,10,Jet Bridge,Frequent Flyers
2023-05-22,MSP,Minneapolis–Saint Paul International Airport,16687.77,863827,11,Baggage Claim Display,Family Leisure Travelers
2023-05-22,DTW,Detroit Metropolitan Airport,14489.47,744035,9,Concourse Wrap,Frequent Flyers
2023-05-22,PHL,Philadelphia International Airport,15282.71,662825,11,Concourse Wrap,General Travelers
2023-05-22,LGA,LaGuardia Airport,16486.17,817993,3,Digital Board,General Travelers
2023-05-22,BWI,Baltimore/Washington International Airport,20687.32,1198573,11,Jet Bridge,Traveling Moms
2023-05-29,ATL,Hartsfield–Jackson Atlanta International Airport,15079.87,937006,11,Jet Bridge,Traveling Moms
2023-05-29,LAX,Los Angeles International Airport,14713.16,765352,7,Jet Bridge,General Travelers
2023-05-29,ORD,Chicago O'Hare International Airport,21822.93,1061168,11,Concourse Wrap,Frequent Flyers
2023-05-29,DFW,Dallas/Fort Worth International Airport,11320.07,462740,10,Jet Bridge,Traveling Moms
2023-05-29,DEN,Denver International Airport,16395.6,849300,3,Concourse Wrap,General Travelers
2023-05-29,JFK,John F. Kennedy International Airport,16115.98,804191,5,Baggage Claim Display,Traveling Moms
2023-05-29,SFO,San Francisco International Airport,15337.04,888373,11,Jet Bridge,Family Leisure Travelers
2023-05-29,SEA,Seattle–Tacoma International Airport,20393.17,1281063,11,Jet Bridge,General Travelers
2023-05-29,LAS,Harry Reid International Airport,11218.11,727692,11,Digital Board,Family Leisure Travelers
2023-05-29,MCO,Orlando International Airport,17235.38,976222,8,Jet Bridge,General Travelers
2023-05-29,CLT,Charlotte Douglas International Airport,19233.16,1020223,4,Digital Board,Frequent Flyers
2023-05-29,MIA,Miami International Airport,14696.64,767607,5,Baggage Claim Display,Family Leisure Travelers
2023-05-29,PHX,Phoenix Sky Harbor International Airport,15122.47,688200,5,Digital Board,Frequent Flyers
2023-05-29,IAH,George Bush Intercontinental Airport,16400.08,1019532,3,Digital Board,Frequent Flyers
2023-05-29,BOS,Logan International Airport,15913.83,655535,5,Jet Bridge,Frequent Flyers
2023-05-29,MSP,Minneapolis–Saint Paul International Airport,17490.16,1069367,10,Baggage Claim Display,Frequent Flyers
2023-05-29,DTW,Detroit Metropolitan Airport,16001.68,1025518,10,Jet Bridge,Traveling Moms
2023-05-29,PHL,Philadelphia International Airport,17179.47,1107673,9,Jet Bridge,General Travelers
2023-05-29,LGA,LaGuardia Airport,14933.66,613310,7,Baggage Claim Display,General Travelers
2023-05-29,BWI,Baltimore/Washington International Airport,11686.32,496994,3,Concourse Wrap,Family Leisure Travelers
2023-06-05,ATL,Hartsfield–Jackson Atlanta International Airport,23730.14,1505972,8,Jet Bridge,General Travelers
2023-06-05,LAX,Los Angeles International Airport,20379.03,1044916,5,Concourse Wrap,Frequent Flyers
2023-06-05,ORD,Chicago O'Hare International Airport,21832.83,901027,5,Digital Board,General Travelers
2023-06-05,DFW,Dallas/Fort Worth International Airport,21752.78,1134502,6,Concourse Wrap,Traveling Moms
2023-06-05,DEN,Denver International Airport,27845.93,1511709,11,Baggage Claim Display,General Travelers
2023-06-05,JFK,John F. Kennedy International Airport,19615.74,911352,8,Jet Bridge,Family Leisure Travelers
2023-06-05,SFO,San Francisco International Airport,18894.93,1103992,7,Concourse Wrap,General Travelers
2023-06-05,SEA,Seattle–Tacoma International Airport,20275.12,831397,6,Jet Bridge,General Travelers
2023-06-05,LAS,Harry Reid International Airport,23249.64,1001673,4,Baggage Claim Display,Frequent Flyers
2023-06-05,MCO,Orlando International Airport,20575.23,1295236,10,Baggage Claim Display,Traveling Moms
2023-06-05,CLT,Charlotte Douglas International Airport,25324.7,1476745,11,Concourse Wrap,Family Leisure Travelers
2023-06-05,MIA,Miami International Airport,24499.2,1293930,8,Baggage Claim Display,Traveling Moms
2023-06-05,PHX,Phoenix Sky Harbor International Airport,22333.66,1318884,7,Digital Board,Frequent Flyers
2023-06-05,IAH,George Bush Intercontinental Airport,19849.73,1129347,10,Concourse Wrap,Family Leisure Travelers
2023-06-05,BOS,Logan International Airport,20222.45,1212671,11,Digital Board,Family Leisure Travelers
2023-06-05,MSP,Minneapolis–Saint Paul International Airport,20234.6,1087336,11,Jet Bridge,Traveling Moms
2023-06-05,DTW,Detroit Metropolitan Airport,26753.03,1724101,8,Digital Board,General Travelers
2023-06-05,PHL,Philadelphia International Airport,16696.78,673443,5,Baggage Claim Display,General Travelers
2023-06-05,LGA,LaGuardia Airport,21258.63,937346,8,Baggage Claim Display,Traveling Moms
2023-06-05,BWI,Baltimore/Washington International Airport,24848.21,1365632,11,Baggage Claim Display,Traveling Moms
2023-06-12,ATL,Hartsfield–Jackson Atlanta International Airport,23008.41,1450468,8,Digital Board,General Travelers
2023-06-12,LAX,Los Angeles International Airport,19251.01,858989,7,Baggage Claim Display,General Travelers
2023-06-12,ORD,Chicago O'Hare International Airport,25069.68,1291104,8,Concourse Wrap,Traveling Moms
2023-06-12,DFW,Dallas/Fort Worth International Airport,23708.87,1234855,3,Digital Board,Frequent Flyers
2023-06-12,DEN,Denver International Airport,23759.1,1283743,4,Baggage Claim Display,General Travelers
2023-06-12,JFK,John F. Kennedy International Airport,18567.52,925185,3,Concourse Wrap,Frequent Flyers
2023-06-12,SFO,San Francisco International Airport,15995.93,892520,11,Digital Board,Frequent Flyers
2023-06-12,SEA,Seattle–Tacoma International Airport,22544.59,1066424,5,Concourse Wrap,Traveling Moms
2023-06-12,LAS,Harry Reid International Airport,23800.59,1433382,5,Baggage Claim Display,Frequent Flyers
2023-06-12,MCO,Orlando International Airport,17979.15,1013124,7,Digital Board,Frequent Flyers
2023-06-12,CLT,Charlotte Douglas International Airport,19948.71,996291,3,Digital Board,Frequent Flyers
2023-06-12,MIA,Miami International Airport,17071.77,821465,5,Jet Bridge,Traveling Moms
2023-06-12,PHX,Phoenix Sky Harbor International Airport,23598.11,1405937,10,Digital Board,Traveling Moms
2023-06-12,IAH,George Bush Intercontinental Airport,18878.57,1102971,8,Digital Board,General Travelers
2023-06-12,BOS,Logan International Airport,20125.51,1070302,10,Baggage Claim Display,Frequent Flyers
2023-06-12,MSP,Minneapolis–Saint Paul International Airport,21385.14,1012041,7,Baggage Claim Display,General Travelers
2023-06-12,DTW,Detroit Metropolitan Airport,20164.57,1296703,9,Baggage Claim Display,Traveling Moms
2023-06-12,PHL,Philadelphia International Airport,19903.38,1219194,5,Baggage Claim Display,Frequent Flyers
2023-06-12,LGA,LaGuardia Airport,21697.97,1259352,6,Concourse Wrap,General Travelers
2023-06-12,BWI,Baltimore/Washington International Airport,15905.11,834074,4,Digital Board,Traveling Moms
2023-06-19,ATL,Hartsfield–Jackson Atlanta International Airport,14116.47,801695,11,Baggage Claim Display,General Travelers
2023-06-19,LAX,Los Angeles International Airport,23649.55,961207,3,Baggage Claim Display,General Travelers
2023-06-19,ORD,Chicago O'Hare International Airport,18823.91,1005161,5,Jet Bridge,Traveling Moms
2023-06-19,DFW,Dallas/Fort Worth International Airport,18932.32,937877,6,Jet Bridge,Frequent Flyers
2023-06-19,DEN,Denver International Airport,20417.13,841568,8,Digital Board,Traveling Moms
2023-06-19,JFK,John F. Kennedy International Airport,22634.38,1186173,6,Concourse Wrap,Frequent Flyers
2023-06-19,SFO,San Francisco International Airport,24855.45,1365270,7,Baggage Claim Display,Traveling Moms
2023-06-19,SEA,Seattle–Tacoma International Airport,24090.45,1178763,10,Digital Board,Family Leisure Travelers
2023-06-19,LAS,Harry Reid International Airport,19202.78,909355,9,Baggage Claim Display,Frequent Flyers
2023-06-19,MCO,Orlando International Airport,18327.22,808597,6,Concourse Wrap,Frequent Flyers
2023-06-19,CLT,Charlotte Douglas International Airport,19681.12,896519,5,Jet Bridge,General Travelers
2023-06-19,MIA,Miami International Airport,24632.87,1484771,4,Concourse Wrap,General Travelers
2023-06-19,PHX,Phoenix Sky Harbor International Airport,25955.0,1098821,8,Jet Bridge,Family Leisure Travelers
2023-06-19,IAH,George Bush Intercontinental Airport,20381.93,1150217,3,Jet Bridge,General Travelers
2023-06-19,BOS,Logan International Airport,15284.23,612430,5,Jet Bridge,Family Leisure Travelers
2023-06-19,MSP,Minneapolis–Saint Paul International Airport,22315.65,907525,5,Concourse Wrap,Frequent Flyers
2023-06-19,DTW,Detroit Metropolitan Airport,22906.08,951060,6,Baggage Claim Display,Family Leisure Travelers
2023-06-19,PHL,Philadelphia International Airport,22522.74,1321720,6,Baggage Claim Display,Traveling Moms
2023-06-19,LGA,LaGuardia Airport,19426.87,927069,11,Digital Board,Frequent Flyers
2023-06-19,BWI,Baltimore/Washington International Airport,15913.18,679176,10,Concourse Wrap,Frequent Flyers
2023-06-26,ATL,Hartsfield–Jackson Atlanta International Airport,25174.45,1383010,9,Concourse Wrap,Traveling Moms
2023-06-26,LAX,Los Angeles International Airport,26957.56,1328964,6,Digital Board,Family Leisure Travelers
2023-06-26,ORD,Chicago O'Hare International Airport,19501.08,831084,7,Digital Board,Family Leisure Travelers
2023-06-26,DFW,Dallas/Fort Worth International Airport,22043.94,1151362,4,Baggage Claim Display,General Travelers
2023-06-26,DEN,Denver International Airport,21390.15,1054100,6,Baggage Claim Display,Traveling Moms
2023-06-26,JFK,John F. Kennedy International Airport,25206.12,1177282,8,Concourse Wrap,Traveling Moms
2023-06-26,SFO,San Francisco International Airport,22521.45,981873,4,Baggage Claim Display,Traveling Moms
2023-06-26,SEA,Seattle–Tacoma International Airport,15755.27,1000285,6,Digital Board,Traveling Moms
2023-06-26,LAS,Harry Reid International Airport,16656.25,1023195,9,Concourse Wrap,Frequent Flyers
2023-06-26,MCO,Orlando International Airport,22744.61,1191520,10,Jet Bridge,Family Leisure Travelers
2023-06-26,CLT,Charlotte Douglas International Airport,23658.74,1084879,7,Jet Bridge,Traveling Moms
2023-06-26,MIA,Miami International Airport,19465.74,929687,3,Jet Bridge,General Travelers
2023-06-26,PHX,Phoenix Sky Harbor International Airport,22233.99,1335977,8,Concourse Wrap,Frequent Flyers
2023-06-26,IAH,George Bush Intercontinental Airport,23362.11,940002,7,Jet Bridge,General Travelers
2023-06-26,BOS,Logan International Airport,24298.15,1207483,10,Concourse Wrap,Traveling Moms
2023-06-26,MSP,Minneapolis–Saint Paul International Airport,15380.97,963214,5,Baggage Claim Display,Frequent Flyers
2023-06-26,DTW,Detroit Metropolitan Airport,15732.47,711816,6,Concourse Wrap,Frequent Flyers
2023-06-26,PHL,Philadelphia International Airport,20665.37,962323,4,Digital Board,General Travelers
2023-06-26,LGA,LaGuardia Airport,19261.65,1173352,5,Digital Board,Frequent Flyers
2023-06-26,BWI,Baltimore/Washington International Airport,19945.39,1190004,10,Jet Bridge,General Travelers
2023-07-03,ATL,Hartsfield–Jackson Atlanta International Airport,28403.51,1478065,4,Concourse Wrap,Frequent Flyers
2023-07-03,LAX,Los Angeles International Airport,18605.31,774872,3,Digital Board,Frequent Flyers
2023-07-03,ORD,Chicago O'Hare International Airport,21885.9,1047954,8,Jet Bridge,General Travelers
2023-07-03,DFW,Dallas/Fort Worth International Airport,16607.0,1073943,5,Concourse Wrap,Family Leisure Travelers
2023-07-03,DEN,Denver International Airport,21913.89,1351309,5,Jet Bridge,Frequent Flyers
2023-07-03,JFK,John F. Kennedy International Airport,17741.43,985901,6,Baggage Claim Display,Frequent Flyers
2023-07-03,SFO,San Francisco International Airport,18096.25,790907,7,Jet Bridge,Family Leisure Travelers
2023-07-03,SEA,Seattle–Tacoma International Airport,20084.92,1105986,4,Concourse Wrap,Frequent Flyers
2023-07-03,LAS,Harry Reid International Airport,22926.77,985326,8,Baggage Claim Display,General Travelers
2023-07-03,MCO,Orlando International Airport,23839.14,1395153,9,Baggage Claim Display,Family Leisure Travelers
2023-07-03,CLT,Charlotte Douglas International Airport,23079.67,1274214,7,Digital Board,General Travelers
2023-07-03,MIA,Miami International Airport,19960.25,1221611,10,Baggage Claim Display,Frequent Flyers
2023-07-03,PHX,Phoenix Sky Harbor International Airport,18612.87,954889,10,Jet Bridge,Frequent Flyers
2023-07-03,IAH,George Bush Intercontinental Airport,20224.94,1186104,3,Digital Board,Frequent Flyers
2023-07-03,BOS,Logan International Airport,15899.74,913633,11,Baggage Claim Display,Frequent Flyers
2023-07-03,MSP,Minneapolis–Saint Paul International Airport,26297.56,1361670,8,Concourse Wrap,Family Leisure Travelers
2023-07-03,DTW,Detroit Metropolitan Airport,24715.23,1580188,3,Concourse Wrap,Frequent Flyers
2023-07-03,PHL,Philadelphia International Airport,16543.47,752450,8,Baggage Claim Display,Traveling Moms
2023-07-03,LGA,LaGuardia Airport,22120.37,1181614,4,Digital Board,Family Leisure Travelers
2023-07-03,BWI,Baltimore/Washington International Airport,19828.62,1143043,10,Concourse Wrap,Traveling Moms
2023-07-10,ATL,Hartsfield–Jackson Atlanta International Airport,20417.17,1226352,3,Concourse Wrap,General Travelers
2023-07-10,LAX,Los Angeles International Airport,27959.73,1718234,6,Digital Board,Traveling Moms
2023-07-10,ORD,Chicago O'Hare International Airport,18677.9,924606,8,Jet Bridge,Traveling Moms
2023-07-10,DFW,Dallas/Fort Worth International Airport,21603.54,1168133,10,Baggage Claim Display,Family Leisure Travelers
2023-07-10,DEN,Denver International Airport,18868.89,1131657,6,Jet Bridge,Family Leisure Travelers
2023-07-10,JFK,John F. Kennedy International Airport,20852.61,1298862,9,Jet Bridge,Traveling Moms
2023-07-10,SFO,San Francisco International Airport,15597.65,935680,6,Digital Board,General Travelers
2023-07-10,SEA,Seattle–Tacoma International Airport,19489.9,1164051,3,Jet Bridge,Family Leisure Travelers
2023-07-10,LAS,Harry Reid International Airport,20042.06,841531,10,Digital Board,Traveling Moms
2023-07-10,MCO,Orlando International Airport,20559.49,927531,8,Jet Bridge,Family Leisure Travelers
