date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,views,video_25pct,video_50pct,video_75pct,video_completes,age_target,audience_segment
2023-03-22,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,399.94,26013,854,10372,7884,4876,3230,2487,18-24,Suburban Moms
2023-05-16,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,340.8,18247,393,9758,6324,5646,3921,2941,25-34,Teen Daughters
2023-02-11,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,203.0,9551,282,4026,3135,1982,1199,1101,25-34,Teen Daughters
2024-05-13,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,89.8,5525,179,2995,2549,1799,1501,1399,25-34,Teen Daughters
2023-08-19,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,602.95,38881,455,15538,9762,6107,4870,3578,25-34,Suburban Moms
2023-02-07,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,162.06,10274,248,3783,2458,1720,1517,1092,18-24,Moms & Daughters
2023-11-24,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,188.2,9930,273,5726,4326,2921,2086,1525,25-34,Moms & Daughters
2023-05-03,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,245.04,10366,337,5369,4691,3842,3260,2807,13-17,Suburban Moms
2023-03-30,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,241.45,10747,257,5413,4599,3392,2639,1830,35-44,Teen Daughters
2023-09-29,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,412.41,17626,236,6975,4211,2804,2344,1598,13-17,Teen Daughters
2024-06-05,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,196.65,10311,258,4341,3052,1936,1451,1287,18-24,Teen Daughters
2023-05-20,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,384.41,21284,520,11181,7654,5095,4472,3578,18-24,Suburban Moms
2024-06-15,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,658.64,44809,548,24020,21375,15821,14217,13292,35-44,Teen Daughters
2024-04-18,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,416.93,21486,792,7360,5207,4214,3632,2589,13-17,Suburban Moms
2023-11-29,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,438.72,26738,401,14577,10803,8317,5455,3553,25-34,Moms & Daughters
2024-02-18,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,118.95,7450,181,3708,2599,1606,1061,666,18-24,Teen Daughters
2023-04-23,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,72.21,2931,95,1197,983,708,439,381,13-17,Moms & Daughters
2023-02-19,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,49.68,2729,52,1483,1275,1022,627,500,18-24,Suburban Moms
2024-01-11,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,75.19,4782,56,1661,1186,910,786,736,25-34,Teen Daughters
2023-09-13,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,316.28,14727,554,4493,3227,2700,2298,1762,35-44,Teen Daughters
2023-05-26,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,49.55,2384,66,1380,1182,872,739,552,25-34,Teen Daughters
2023-01-14,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,333.17,15382,209,7452,6202,4919,3733,2294,18-24,Suburban Moms
2023-03-18,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,129.01,6098,185,2252,1695,1468,1186,875,25-34,Teen Daughters
2024-05-06,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,306.15,18049,310,5726,4735,2937,2398,1905,25-34,Moms & Daughters
2024-04-15,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,117.93,6945,198,2272,1524,1140,809,575,18-24,Moms & Daughters
2023-02-23,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,71.31,4244,120,1698,1435,877,755,588,13-17,Moms & Daughters
2023-12-03,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,337.89,21647,316,12424,8699,6422,5643,4889,25-34,Teen Daughters
2023-06-06,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,256.45,15832,402,5282,4201,3288,2481,2293,35-44,Teen Daughters
2023-10-15,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,224.91,15509,310,6699,5610,4485,3892,2880,13-17,Teen Daughters
2024-05-25,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,172.34,10314,200,4286,3515,2410,1886,1729,25-34,Suburban Moms
2024-06-02,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,296.72,18356,561,8044,6036,4110,2871,2044,35-44,Moms & Daughters
2023-12-22,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,388.42,16663,569,5954,4390,3559,3130,1946,35-44,Teen Daughters
2023-05-18,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,211.03,11019,215,4837,3115,2202,1887,1157,25-34,Suburban Moms
2023-07-13,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,218.65,13502,440,4199,3015,2509,2186,1772,35-44,Moms & Daughters
2023-10-22,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,263.91,13982,472,8064,6994,5198,3931,3086,18-24,Moms & Daughters
2024-02-28,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,174.2,10182,351,3582,2286,1549,1059,993,18-24,Suburban Moms
2023-02-12,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,197.52,10882,358,4848,3126,2483,1618,1464,25-34,Suburban Moms
2024-06-30,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,312.12,13751,161,6049,3984,2400,1630,1100,18-24,Teen Daughters
2024-02-16,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,307.63,12559,287,6405,4289,3615,2226,1362,13-17,Suburban Moms
2023-08-30,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,293.9,18113,619,10812,9291,7025,4869,3892,25-34,Moms & Daughters
2024-05-14,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,469.82,20175,727,10619,7497,5007,3586,3162,35-44,Teen Daughters
2024-04-10,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,467.61,22055,242,12190,8846,6181,4692,3017,13-17,Suburban Moms
2023-10-29,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,385.52,20016,267,7072,5305,4701,3635,2700,25-34,Suburban Moms
2023-01-09,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,122.82,8089,277,4016,3073,1923,1389,1014,18-24,Suburban Moms
2023-04-29,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,302.4,12925,191,5362,3467,3082,2724,1954,18-24,Teen Daughters
2023-07-18,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,142.97,9239,137,4934,3959,2763,2110,1594,25-34,Moms & Daughters
2023-10-21,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,162.08,11306,223,4087,3460,2513,1842,1459,25-34,Moms & Daughters
2023-07-24,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,120.99,7059,149,2203,1475,1278,1080,865,18-24,Suburban Moms
2024-03-16,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,208.49,11652,453,4723,3622,2379,2004,1231,35-44,Moms & Daughters
2023-11-25,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,165.23,10105,228,3298,1990,1414,883,771,35-44,Teen Daughters
2024-04-23,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,159.0,10129,203,4657,2871,2000,1516,1282,18-24,Teen Daughters
2023-07-22,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,183.47,10578,305,3677,2521,1671,1273,969,35-44,Teen Daughters
2023-05-23,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,169.32,8096,122,2766,1963,1468,908,845,25-34,Suburban Moms
2024-01-17,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,305.29,16475,533,5971,3607,2781,2347,1764,35-44,Teen Daughters
2024-03-14,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,312.25,18796,524,7404,6358,3918,3408,2823,25-34,Suburban Moms
2023-01-09,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,169.28,10816,264,3625,2311,1861,1356,908,25-34,Moms & Daughters
2024-04-29,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,90.54,4934,173,1927,1416,1014,800,714,25-34,Suburban Moms
2023-10-10,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,155.61,6244,67,2543,1620,982,842,585,35-44,Teen Daughters
2023-10-26,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,293.9,14643,225,7109,5667,4222,2802,1709,35-44,Suburban Moms
2023-10-19,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,136.42,7196,81,2866,2482,1556,1376,1238,13-17,Teen Daughters
2024-01-11,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,206.4,9503,223,3145,1952,1584,1384,1301,13-17,Teen Daughters
2023-03-19,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,129.37,7487,219,3947,2507,2130,1728,1385,13-17,Teen Daughters
2023-06-20,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,44.11,2018,69,802,588,489,385,272,35-44,Teen Daughters
2023-01-05,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,33.77,1815,71,812,567,447,300,187,25-34,Moms & Daughters
2023-12-25,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,453.87,27231,446,9042,7058,6066,4708,3554,18-24,Suburban Moms
2024-04-22,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,241.45,15241,283,5819,4887,3203,2028,1227,35-44,Moms & Daughters
2024-03-03,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,483.9,29915,720,14048,8539,7460,5724,4068,35-44,Suburban Moms
2023-04-20,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,406.52,24996,998,10112,8594,6955,5615,4009,13-17,Suburban Moms
2023-10-14,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,398.37,24851,415,9960,7208,5610,4797,3304,25-34,Moms & Daughters
2023-06-14,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,55.38,2825,101,1384,919,644,550,404,18-24,Suburban Moms
2023-02-15,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,205.8,11601,241,3763,2476,2191,1583,1208,25-34,Teen Daughters
2023-11-03,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,206.32,10807,156,6477,4919,3447,2806,2293,25-34,Suburban Moms
2023-02-19,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,81.41,3348,98,1268,780,522,438,393,35-44,Teen Daughters
2023-03-22,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,235.01,15976,286,5511,3455,2656,1684,1092,13-17,Teen Daughters
2023-05-25,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,228.16,13521,405,5564,4683,3559,2248,1975,35-44,Suburban Moms
2024-05-19,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,412.97,24532,937,12423,8616,6035,4601,4155,18-24,Moms & Daughters
2024-01-11,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,189.52,10946,389,6361,3981,2582,1774,1447,18-24,Suburban Moms
2024-03-21,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,482.12,23139,281,8342,6245,5022,4053,2537,18-24,Moms & Daughters
2023-07-13,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,218.95,12643,391,6273,5093,4135,3677,2652,35-44,Moms & Daughters
2023-08-06,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,622.35,28014,1050,15940,14270,10284,8695,6479,35-44,Moms & Daughters
2023-02-07,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,167.51,9138,140,5184,3826,3110,2783,1718,13-17,Suburban Moms
2023-05-05,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,244.39,14173,155,4598,3423,2470,1931,1455,25-34,Moms & Daughters
2023-02-13,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,154.49,9487,343,3206,2757,2145,1368,1025,18-24,Moms & Daughters
2023-06-23,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,236.65,10277,187,4843,3767,3136,2460,1987,18-24,Suburban Moms
2023-04-25,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,250.89,17094,174,8064,6573,5413,4717,2837,25-34,Suburban Moms
2024-03-30,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,57.75,3336,124,1883,1535,1297,779,471,35-44,Teen Daughters
2023-07-09,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,323.36,16144,504,9484,8480,6711,4416,2833,18-24,Suburban Moms
2023-04-03,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,350.25,22666,362,7213,4840,3522,2885,2361,18-24,Suburban Moms
2024-02-17,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,479.2,31517,640,12167,9093,5934,3923,3429,25-34,Suburban Moms
2023-11-22,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,425.23,26613,766,10895,6866,5069,4447,3575,13-17,Moms & Daughters
2024-01-01,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,298.62,14837,500,6645,5372,4032,3602,3341,25-34,Moms & Daughters
2024-05-09,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,156.41,8180,94,3195,1997,1229,940,796,25-34,Teen Daughters
2024-04-05,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,442.76,28071,644,9790,6446,4406,2852,2273,13-17,Teen Daughters
2023-02-02,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,164.26,7251,259,3263,2618,1758,1454,1259,13-17,Suburban Moms
2023-02-02,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,208.95,13067,482,7236,4738,4202,2996,2153,25-34,Suburban Moms
2023-02-16,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,80.82,5530,182,2104,1635,1334,1177,1069,13-17,Suburban Moms
2024-01-20,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,217.59,11420,415,4482,4010,3184,2509,2213,13-17,Suburban Moms
2023-02-10,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,200.82,8787,260,2741,2136,1838,1594,1206,25-34,Teen Daughters
2023-05-08,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,131.78,6229,114,3547,2625,1883,1538,1412,18-24,Suburban Moms
2024-01-13,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,79.45,3502,37,1631,1042,895,800,618,18-24,Suburban Moms
2023-07-12,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,218.14,13430,150,6299,4009,2784,2222,1455,35-44,Suburban Moms
2023-10-05,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,171.1,9473,211,4474,3920,3430,2294,1618,25-34,Moms & Daughters
2024-01-25,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,341.43,20438,605,9598,8184,5993,5042,4413,13-17,Teen Daughters
2023-09-06,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,719.87,40291,1554,22730,20168,14453,12477,10817,35-44,Suburban Moms
2023-09-21,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,338.97,17000,549,8466,5766,3670,2248,2008,13-17,Moms & Daughters
2024-01-12,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,278.98,16384,252,8167,6422,5494,3717,2265,35-44,Teen Daughters
2023-06-07,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,295.25,18894,744,9667,7462,4561,3248,2591,25-34,Moms & Daughters
2024-04-11,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,338.88,17121,245,5497,3875,2431,1795,1617,25-34,Teen Daughters
2023-03-21,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,257.81,13161,413,4107,2940,2122,1379,838,25-34,Suburban Moms
2023-01-19,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,294.39,12461,276,5260,3260,2297,1454,1283,18-24,Moms & Daughters
2023-11-07,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,105.45,6027,187,1958,1613,1037,630,492,18-24,Moms & Daughters
2024-04-07,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,541.27,30161,602,13400,8688,6542,4018,3592,18-24,Teen Daughters
2023-04-01,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,214.02,10450,343,5472,3686,3017,2487,1838,13-17,Suburban Moms
2023-09-23,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,169.46,10726,351,4207,2938,1956,1651,1422,13-17,Moms & Daughters
2023-04-12,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,261.04,13486,183,4371,2827,1908,1424,1204,25-34,Moms & Daughters
2024-01-19,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,453.41,18387,209,10805,7530,6100,4747,3797,18-24,Teen Daughters
2023-10-01,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,124.95,7289,140,2534,2070,1803,1181,1089,35-44,Suburban Moms
2024-06-23,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,140.62,7082,126,3298,2274,1602,994,941,13-17,Teen Daughters
2023-04-14,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,144.68,9667,240,4478,3971,3438,2237,1712,25-34,Moms & Daughters
2023-01-23,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,386.27,22376,805,13068,8255,5336,4713,4042,25-34,Moms & Daughters
2024-05-30,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,302.32,16792,638,5494,3886,2921,1851,1556,18-24,Moms & Daughters
2023-03-31,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,134.65,6300,151,2693,1849,1204,997,943,25-34,Suburban Moms
2023-10-12,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,284.59,15674,410,8109,5977,3927,3236,2777,13-17,Suburban Moms
2023-03-05,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,111.18,6994,124,3106,2787,2246,1914,1426,25-34,Suburban Moms
2024-03-07,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,66.29,2911,91,1008,623,421,273,221,25-34,Teen Daughters
2023-05-31,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,143.91,6982,201,3318,2621,2136,1293,823,13-17,Teen Daughters
2024-03-07,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,12.01,810,31,263,199,138,96,72,35-44,Suburban Moms
2023-02-23,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,230.36,12011,201,4529,3368,2391,2090,1523,25-34,Moms & Daughters
2023-10-03,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,464.58,28793,692,14883,12621,8795,6555,4531,25-34,Moms & Daughters
2023-06-06,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,220.42,15062,151,8112,5727,3545,2441,1739,13-17,Suburban Moms
2023-01-05,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,99.5,4039,79,1467,1024,651,564,455,18-24,Teen Daughters
2024-02-07,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,30.42,2108,53,1157,924,584,472,390,25-34,Suburban Moms
2024-01-26,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,109.34,4737,113,1633,1395,1231,790,658,35-44,Teen Daughters
2023-07-05,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,191.1,9493,193,5262,3174,2514,1607,1427,25-34,Teen Daughters
2023-04-17,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,165.18,6719,254,3398,2073,1753,1157,928,18-24,Suburban Moms
2023-10-16,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,361.55,15130,360,5163,4100,2517,1792,1127,18-24,Suburban Moms
2024-03-08,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,65.94,2757,91,1069,696,566,392,317,13-17,Teen Daughters
2024-06-21,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,466.6,18993,731,8554,6943,4575,2919,2673,35-44,Teen Daughters
2023-04-11,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,22.18,935,11,463,345,288,251,184,18-24,Moms & Daughters
2023-12-27,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,144.6,9498,145,5331,4735,3154,2687,2010,18-24,Moms & Daughters
2023-01-11,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,164.72,7414,111,2305,1892,1511,1121,1003,25-34,Teen Daughters
2023-07-06,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,318.67,16405,174,5058,4388,3583,2264,1401,35-44,Teen Daughters
2023-09-15,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,313.13,19406,771,7336,5111,3589,2941,2723,18-24,Moms & Daughters
2023-05-20,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,30.0,2013,31,1015,890,677,584,375,18-24,Suburban Moms
2024-05-14,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,121.02,5106,76,2684,2292,1638,1063,665,13-17,Teen Daughters
2023-05-31,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,446.38,23198,806,7460,4915,3391,2672,2243,25-34,Moms & Daughters
2024-02-21,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,189.83,8931,241,5038,4252,3418,2639,2166,18-24,Suburban Moms
2023-09-30,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,445.55,27608,988,14101,11151,8225,6087,4517,35-44,Suburban Moms
2024-02-28,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,341.27,23294,353,7126,5178,4269,3810,2354,25-34,Teen Daughters
2023-09-15,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,284.61,13376,134,6791,5277,4447,2722,2517,25-34,Moms & Daughters
2023-02-27,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,364.07,19457,566,7128,5724,4760,3531,2882,13-17,Suburban Moms
2023-09-02,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,456.3,20661,394,7701,6335,4092,2678,2430,18-24,Teen Daughters
2024-02-13,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,276.95,16296,163,7162,5847,5133,3838,3431,13-17,Suburban Moms
2023-09-03,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,216.61,9054,126,4101,2749,2373,1547,939,25-34,Teen Daughters
2024-05-11,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,158.13,11046,121,5107,3995,3322,2617,1782,18-24,Suburban Moms
2023-10-10,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,108.29,6307,67,3538,2770,1907,1322,1008,25-34,Suburban Moms
2024-06-06,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,209.19,10676,231,3697,2606,2202,1882,1511,18-24,Teen Daughters
2023-01-25,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,283.35,13386,150,5667,3621,2196,1555,1359,25-34,Teen Daughters
2023-04-06,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,351.55,20025,462,9251,6098,4446,3336,3053,18-24,Moms & Daughters
2024-03-16,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,40.32,2187,39,1010,660,407,283,199,13-17,Teen Daughters
2024-01-20,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,295.6,17063,365,8348,5041,3867,2400,1624,25-34,Teen Daughters
2023-08-27,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,636.13,32078,674,14006,12036,7728,4763,3528,13-17,Teen Daughters
2023-04-29,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,705.16,41068,1638,16001,11158,7306,6347,5462,13-17,Teen Daughters
2024-03-10,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,304.27,12746,473,4080,2800,1811,1165,768,25-34,Suburban Moms
2023-12-02,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,211.38,12183,399,6115,4639,3885,3462,3248,25-34,Teen Daughters
2023-10-14,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,202.25,12688,381,5765,4635,2814,2344,1580,25-34,Teen Daughters
2023-05-02,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,345.16,20244,393,7068,4325,2811,2068,1419,18-24,Moms & Daughters
2023-12-18,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,407.51,19458,769,7365,6136,4619,2940,2426,13-17,Teen Daughters
2023-02-26,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,213.23,11444,322,5808,4152,3573,2752,2074,25-34,Teen Daughters
2023-06-30,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,137.5,7208,219,3030,1921,1566,1326,1133,13-17,Moms & Daughters
2023-03-21,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,334.83,22044,758,6834,4287,2635,1845,1435,25-34,Teen Daughters
2023-01-12,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,398.89,27050,460,11355,7332,6582,5779,4559,35-44,Moms & Daughters
2023-11-25,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,527.17,31661,675,15501,13189,11117,6940,5287,18-24,Moms & Daughters
2024-05-30,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,131.24,6198,214,2740,2156,1428,1035,839,18-24,Suburban Moms
2023-02-11,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,425.38,24282,849,14508,9416,7603,6099,5751,35-44,Teen Daughters
2023-05-20,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,68.73,4536,91,1529,1213,1090,729,508,25-34,Suburban Moms
2023-08-09,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,353.04,18244,314,6711,5016,3266,2618,1908,13-17,Moms & Daughters
2024-02-03,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,221.94,14104,449,8146,5423,3927,2703,1865,25-34,Suburban Moms
2023-08-21,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,193.79,12676,418,4085,3385,2077,1311,988,13-17,Moms & Daughters
2023-12-21,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,385.99,21984,591,6965,5536,3866,3029,2708,25-34,Suburban Moms
2023-01-06,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,386.19,24281,881,9776,8274,5239,4473,2883,13-17,Teen Daughters
2024-04-01,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,229.07,11791,441,6889,4244,2703,1625,1469,18-24,Moms & Daughters
2023-08-02,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,129.32,8572,260,3291,2213,1339,942,738,25-34,Moms & Daughters
2023-02-24,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,98.71,6625,129,3319,2178,1715,1202,810,18-24,Teen Daughters
