date,channel,campaign_name,campaign_id,dma_name,state,spend_usd,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment,spend_currency
2023-05-28,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,240.31,14484,522,6200,5344,3448,2148,1900,Traffic,18-24,Teen Daughters,USD
2024-06-28,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,269.63,16726,436,8014,6087,5135,3359,3015,Video Views,18-24,Teen Daughters,USD
2023-07-31,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,300.31,15256,197,8658,6466,4928,3721,2939,Traffic,18-24,Suburban Moms,USD
2023-08-01,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,398.53,24207,363,12965,10565,6926,5914,3947,Traffic,13-17,Teen Daughters,USD
2023-03-29,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,356.2,20255,586,11703,7227,4905,4264,3741,Traffic,18-24,Teen Daughters,USD
2023-02-08,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,83.67,5774,91,2525,2098,1659,1401,848,Conversions,35-44,Moms & Daughters,USD
2023-06-07,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,252.06,11438,407,4081,3643,2491,2005,1586,Video Views,25-34,Moms & Daughters,USD
2024-01-22,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,299.97,13856,210,6294,5524,3497,3060,1951,Conversions,18-24,Moms & Daughters,USD
2023-03-27,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,479.14,23254,710,11078,8723,5483,3496,3094,Traffic,13-17,Moms & Daughters,USD
2024-03-21,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,149.78,6475,150,2303,2012,1333,924,733,Video Views,18-24,Suburban Moms,USD
2023-11-27,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,854.78,39767,1512,17052,10243,8521,7494,7036,Traffic,25-34,Suburban Moms,USD
2024-05-24,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,135.32,6807,95,3595,2649,1728,1353,1097,Traffic,35-44,Teen Daughters,USD
2024-01-17,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,171.04,11403,207,4537,3698,2598,2238,2020,Traffic,13-17,Teen Daughters,USD
2023-05-13,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,99.39,4814,143,1492,906,644,434,366,Traffic,35-44,Suburban Moms,USD
2023-06-25,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,479.53,20743,682,9717,8243,6221,5569,4524,Traffic,25-34,Suburban Moms,USD
2023-01-18,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,123.78,6147,178,2874,2181,1813,1214,1016,Traffic,18-24,Teen Daughters,USD
2023-02-11,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,291.73,14179,179,5236,3935,2453,2126,1852,Video Views,35-44,Teen Daughters,USD
2024-02-11,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,52.8,3059,69,1688,1383,1070,718,552,Video Views,35-44,Moms & Daughters,USD
2023-07-25,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,609.55,41037,655,22639,13991,11992,10443,9152,Conversions,13-17,Teen Daughters,USD
2023-08-20,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,372.35,18155,364,10397,8694,6367,4037,3076,Conversions,35-44,Teen Daughters,USD
2024-04-23,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,363.1,20633,469,6930,5062,3395,2304,1989,Traffic,18-24,Moms & Daughters,USD
2023-10-21,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,584.79,31633,910,9958,8568,5908,4148,2729,Conversions,35-44,Suburban Moms,USD
2023-09-26,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,318.57,17835,253,7972,5488,4614,3907,2936,Conversions,18-24,Moms & Daughters,USD
2024-06-03,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,412.57,22555,697,12409,9759,6794,5718,3636,Conversions,25-34,Teen Daughters,USD
2024-01-05,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,414.84,18218,453,9568,6861,5883,5191,4411,Video Views,25-34,Moms & Daughters,USD
2024-01-07,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,273.94,12740,499,6394,5548,3571,2388,2207,Traffic,18-24,Teen Daughters,USD
2023-05-17,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,386.97,19228,691,9395,6824,5022,3417,2179,Conversions,25-34,Teen Daughters,USD
2023-10-18,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,133.2,8283,108,3928,3085,2399,1824,1138,Traffic,35-44,Suburban Moms,USD
2024-03-06,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,646.37,26407,954,10828,7714,5071,3438,2916,Conversions,35-44,Teen Daughters,USD
2023-05-21,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,167.21,6894,109,3082,2401,1890,1168,751,Conversions,25-34,Suburban Moms,USD
2023-01-02,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,230.41,14385,181,5383,4288,3549,2421,1796,Conversions,13-17,Teen Daughters,USD
2023-05-17,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,62.25,3215,105,1024,860,571,370,237,Conversions,18-24,Teen Daughters,USD
2023-09-19,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,348.7,22107,827,9118,6682,5677,4370,3353,Traffic,18-24,Suburban Moms,USD
2024-05-10,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,138.48,7389,182,4379,3181,2491,1581,1072,Conversions,35-44,Teen Daughters,USD
2023-08-03,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,483.7,27588,970,16488,14551,11379,10232,8729,Conversions,13-17,Suburban Moms,USD
2024-05-25,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,57.73,3931,153,1551,1366,1224,910,588,Traffic,13-17,Teen Daughters,USD
2023-09-12,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,121.95,6811,251,3426,2336,1638,1188,753,Video Views,13-17,Suburban Moms,USD
2023-01-09,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,399.48,21846,842,7022,4295,3318,2723,1841,Conversions,25-34,Teen Daughters,USD
2024-02-12,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,291.79,15962,495,9004,7437,6608,5430,3802,Conversions,35-44,Suburban Moms,USD
2024-06-21,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,358.4,18896,572,9036,6719,4273,3559,3131,Traffic,18-24,Moms & Daughters,USD
2023-11-03,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,365.39,22294,343,11045,7128,5445,4837,4546,Traffic,13-17,Suburban Moms,USD
2023-01-01,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,383.89,22984,744,7797,6118,4549,3374,2259,Video Views,35-44,Teen Daughters,USD
2024-04-14,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,483.77,23504,895,13925,12448,9094,7107,6308,Conversions,25-34,Suburban Moms,USD
2023-10-26,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,478.45,23214,333,10377,9187,7196,5867,3973,Video Views,35-44,Suburban Moms,USD
2023-04-12,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,56.91,3789,135,1935,1362,962,587,368,Video Views,13-17,Suburban Moms,USD
2023-06-07,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,88.44,6178,126,2343,2043,1322,1157,924,Traffic,13-17,Teen Daughters,USD
2023-11-06,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,263.44,12742,274,4109,2671,2278,1686,1567,Video Views,35-44,Teen Daughters,USD
2023-07-23,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,513.82,22100,625,7754,5212,4140,3276,2727,Traffic,35-44,Moms & Daughters,USD
2023-09-25,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,304.07,15204,432,4950,4076,3477,2573,1612,Video Views,25-34,Suburban Moms,USD
2023-06-06,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,70.69,3345,70,1908,1550,1343,884,793,Traffic,25-34,Teen Daughters,USD
2023-01-25,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,371.38,15401,442,7411,5760,3716,3282,2582,Traffic,18-24,Suburban Moms,USD
2024-02-05,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,365.72,23914,523,8425,5992,4097,3084,2811,Traffic,25-34,Teen Daughters,USD
2024-04-23,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,131.2,5424,60,2699,1980,1473,897,851,Video Views,13-17,Moms & Daughters,USD
2023-03-04,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,291.69,17521,360,6127,3798,3282,2508,2114,Video Views,35-44,Suburban Moms,USD
2024-06-08,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,417.71,26313,680,13934,9288,6706,5349,3516,Traffic,13-17,Moms & Daughters,USD
2024-01-17,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,120.9,7288,147,3162,2069,1841,1585,1473,Conversions,13-17,Moms & Daughters,USD
2023-11-01,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,27.35,1218,38,675,429,287,182,160,Conversions,35-44,Moms & Daughters,USD
2023-05-24,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,490.99,20540,664,8582,6506,5294,3576,2506,Conversions,13-17,Teen Daughters,USD
2023-08-28,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,273.21,15356,285,7950,6122,4541,4028,2723,Conversions,35-44,Moms & Daughters,USD
2024-03-09,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,205.22,10485,361,5033,4273,2865,2184,1511,Traffic,25-34,Teen Daughters,USD
2024-05-12,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,204.04,9378,357,4703,3796,2451,1922,1732,Traffic,18-24,Moms & Daughters,USD
2024-04-05,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,535.25,23101,781,13318,8272,5197,3269,2165,Traffic,18-24,Teen Daughters,USD
2023-08-30,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,275.48,16703,590,8622,5756,4086,3175,3008,Video Views,13-17,Suburban Moms,USD
2023-02-05,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,107.76,5533,191,3072,2017,1499,1166,921,Video Views,35-44,Teen Daughters,USD
2023-09-05,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,132.27,8036,296,4624,3880,2624,1877,1343,Conversions,25-34,Moms & Daughters,USD
2024-03-04,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,264.14,12140,308,4882,4135,3585,2582,1981,Conversions,13-17,Suburban Moms,USD
2023-11-12,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,793.95,46648,818,20075,14588,8908,7857,6786,Video Views,35-44,Moms & Daughters,USD
2023-03-26,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,329.36,18186,273,9588,7602,4660,4120,3759,Conversions,18-24,Teen Daughters,USD
2023-10-13,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,93.35,5146,98,2866,2187,1916,1566,1187,Video Views,25-34,Moms & Daughters,USD
2023-04-03,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,181.13,10451,203,4546,3476,2683,2078,1297,Conversions,18-24,Teen Daughters,USD
2023-11-20,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,619.43,41484,1470,15749,12778,10688,6909,4697,Traffic,13-17,Suburban Moms,USD
2023-09-25,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,246.54,15653,383,7190,4837,4200,3727,3090,Conversions,13-17,Suburban Moms,USD
2023-10-20,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,156.18,8659,253,3144,1918,1386,1209,941,Traffic,13-17,Moms & Daughters,USD
2023-04-30,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,585.4,24336,532,11354,8081,6578,5267,3983,Video Views,18-24,Moms & Daughters,USD
2023-07-18,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,777.44,51248,1271,22044,14779,12257,9377,6306,Video Views,35-44,Suburban Moms,USD
2023-04-07,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,153.86,9961,287,3040,2343,1877,1456,1356,Traffic,35-44,Teen Daughters,USD
2024-02-15,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,85.83,5221,155,1879,1128,966,782,713,Conversions,35-44,Suburban Moms,USD
2024-06-17,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,216.31,12323,125,4072,2502,1503,1162,907,Traffic,35-44,Suburban Moms,USD
2023-09-12,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,116.44,5327,69,1624,1340,1172,1017,835,Traffic,25-34,Teen Daughters,USD
2024-01-11,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,234.45,10447,208,3468,2470,1711,1407,1145,Conversions,25-34,Suburban Moms,USD
2023-03-26,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,233.44,13461,449,7628,4792,3901,2672,2053,Video Views,25-34,Moms & Daughters,USD
2023-11-10,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,502.64,25293,830,10466,6829,5844,3597,2618,Traffic,13-17,Suburban Moms,USD
2023-04-25,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,100.11,5115,133,2480,1677,1165,874,607,Video Views,35-44,Suburban Moms,USD
2023-03-05,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,399.3,23224,340,8906,7794,5168,4506,3749,Traffic,25-34,Teen Daughters,USD
2024-02-13,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,147.7,7397,259,2908,2605,1569,1328,867,Video Views,35-44,Moms & Daughters,USD
2024-03-13,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,207.66,12496,190,3772,2997,2008,1310,1096,Video Views,18-24,Teen Daughters,USD
2024-04-29,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,178.58,12385,311,6707,4541,3886,2695,2533,Video Views,35-44,Moms & Daughters,USD
2024-05-18,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,685.03,46347,1420,26661,20348,13649,9576,8639,Video Views,35-44,Suburban Moms,USD
2023-01-27,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,275.24,11577,123,5069,3350,2953,2339,1882,Traffic,13-17,Teen Daughters,USD
2023-05-19,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,330.14,19892,215,6720,5811,4624,2799,2263,Conversions,13-17,Moms & Daughters,USD
2024-06-04,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,193.4,11399,292,6193,3989,3433,2687,2278,Video Views,25-34,Suburban Moms,USD
2023-05-12,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,194.35,13169,507,7014,4392,3370,2380,2111,Video Views,35-44,Moms & Daughters,USD
2023-01-11,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,364.42,16612,335,6731,4489,2968,1898,1741,Traffic,13-17,Moms & Daughters,USD
2024-01-25,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,266.72,13169,352,6638,5020,3767,3271,3090,Video Views,13-17,Suburban Moms,USD
2023-09-17,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,254.14,13858,488,8072,5764,4528,3037,2632,Traffic,18-24,Teen Daughters,USD
2023-12-30,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,226.95,10780,325,5542,4924,4283,3322,2703,Video Views,18-24,Suburban Moms,USD
2023-03-02,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,272.26,14421,506,7529,4823,4137,3567,2543,Video Views,35-44,Teen Daughters,USD
2023-01-24,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,278.98,12713,362,6714,4558,3393,2463,2128,Conversions,18-24,Suburban Moms,USD
2023-12-22,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,705.55,44809,532,17108,12674,8561,5287,4476,Traffic,13-17,Suburban Moms,USD
2023-10-30,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,93.36,6280,143,2223,1464,1195,980,751,Conversions,25-34,Teen Daughters,USD
2023-10-03,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,241.93,14314,424,7144,5852,4064,3493,2413,Video Views,18-24,Moms & Daughters,USD
2023-02-20,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,309.9,12972,407,6753,5868,4535,3270,2478,Video Views,35-44,Suburban Moms,USD
2024-01-24,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,524.82,35869,1432,16536,12947,9455,7800,6644,Conversions,25-34,Teen Daughters,USD
2023-07-18,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,1027.41,59434,1890,34968,30830,20394,15768,12051,Traffic,35-44,Teen Daughters,USD
2024-06-29,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,57.54,2372,82,1008,876,698,611,564,Traffic,13-17,Teen Daughters,USD
2023-07-14,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,294.03,13650,267,6328,4201,3645,2643,1738,Video Views,13-17,Moms & Daughters,USD
2023-01-21,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,141.52,7845,228,2925,1902,1177,997,846,Conversions,25-34,Suburban Moms,USD
2023-11-06,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,905.93,46816,671,23939,21251,17895,12820,10669,Traffic,13-17,Moms & Daughters,USD
2023-02-14,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,165.98,10619,377,4894,4060,2618,2154,1295,Traffic,18-24,Moms & Daughters,USD
2023-05-13,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,265.9,10783,428,6240,4024,2472,1941,1654,Traffic,18-24,Moms & Daughters,USD
2023-09-02,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,948.23,54606,1145,19971,12237,8813,7324,6324,Conversions,25-34,Teen Daughters,USD
2023-01-21,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,603.64,37735,1213,21060,16779,10971,6855,4870,Traffic,35-44,Moms & Daughters,USD
2023-06-05,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,201.57,12939,159,6230,5586,3657,3009,2809,Conversions,25-34,Moms & Daughters,USD
2023-11-16,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,316.39,14368,431,7143,5339,3438,2647,2059,Video Views,18-24,Suburban Moms,USD
2023-06-07,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,172.62,7436,102,3714,2729,1818,1372,1120,Video Views,25-34,Moms & Daughters,USD
2023-09-04,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,480.38,20428,608,10104,6428,5332,3632,3059,Traffic,35-44,Suburban Moms,USD
2023-09-11,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,195.83,11627,218,5687,3457,3099,2020,1877,Traffic,25-34,Teen Daughters,USD
2023-05-09,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,284.57,19715,268,11597,7204,5354,4585,3638,Traffic,35-44,Suburban Moms,USD
2024-04-25,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,298.94,14201,358,8029,6759,5787,4031,2830,Traffic,18-24,Moms & Daughters,USD
2023-08-17,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,703.76,41461,651,20758,14562,12906,8956,6129,Traffic,35-44,Suburban Moms,USD
2023-02-19,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,341.71,17665,411,7284,4553,3360,2686,2460,Conversions,25-34,Suburban Moms,USD
2023-08-31,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,745.56,47597,1544,27764,22078,19524,11957,8876,Conversions,18-24,Teen Daughters,USD
2024-02-04,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,638.23,26906,337,12766,11279,9345,7537,5586,Conversions,13-17,Suburban Moms,USD
2023-03-26,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,379.72,17896,224,7719,4865,4190,3398,3161,Conversions,18-24,Moms & Daughters,USD
2024-02-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,60.67,3939,63,1619,985,675,408,342,Traffic,35-44,Moms & Daughters,USD
2024-04-20,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,488.44,29283,537,13627,9363,7245,5281,4246,Video Views,25-34,Suburban Moms,USD
2024-04-29,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,151.37,7514,246,4351,2883,2395,1967,1720,Conversions,13-17,Moms & Daughters,USD
2023-08-28,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,344.79,14844,340,7660,5967,5263,4435,3549,Video Views,35-44,Suburban Moms,USD
2023-05-23,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,184.54,12761,329,6345,5262,4689,3579,3093,Traffic,13-17,Moms & Daughters,USD
2023-12-04,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,29.25,1297,19,630,544,470,384,303,Traffic,35-44,Suburban Moms,USD
2023-10-01,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,254.08,13497,345,7456,5162,3741,2391,1909,Traffic,13-17,Suburban Moms,USD
2023-11-28,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,562.74,34283,391,14545,12870,10766,8984,8211,Video Views,13-17,Suburban Moms,USD
2023-11-23,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,422.13,26170,334,9117,7905,7018,5938,5059,Conversions,25-34,Teen Daughters,USD
2023-02-04,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,208.32,14385,451,5312,4101,2691,2313,1750,Video Views,18-24,Suburban Moms,USD
2024-05-05,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,270.11,16310,282,9035,6720,5384,3986,2505,Video Views,13-17,Teen Daughters,USD
2023-01-28,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,629.53,28122,1098,10372,7002,4525,2773,2449,Traffic,35-44,Suburban Moms,USD
2024-04-03,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,285.22,14818,184,7355,5083,3147,1991,1819,Video Views,13-17,Moms & Daughters,USD
2024-06-29,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,94.74,5448,83,3049,2010,1467,951,632,Video Views,35-44,Moms & Daughters,USD
2024-06-25,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,267.06,13635,457,4110,2685,1899,1257,994,Video Views,18-24,Moms & Daughters,USD
2024-04-19,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,167.32,7523,289,2369,1825,1522,1261,1046,Conversions,13-17,Teen Daughters,USD
2023-01-14,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,387.83,19170,203,7693,6536,4407,3481,2624,Traffic,13-17,Suburban Moms,USD
2024-03-21,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,107.6,5684,110,3187,2672,2345,1602,1417,Conversions,13-17,Teen Daughters,USD
2023-01-31,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,212.54,8732,129,3116,1925,1512,1002,770,Conversions,25-34,Suburban Moms,USD
2023-05-17,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,330.44,14973,413,8056,5183,3237,2807,1924,Video Views,25-34,Suburban Moms,USD
2023-06-12,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,150.08,7107,103,2145,1895,1582,1371,841,Traffic,25-34,Teen Daughters,USD
2023-01-17,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,229.41,13863,400,7515,5779,3795,2337,1992,Video Views,25-34,Teen Daughters,USD
2024-04-12,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,246.51,12224,186,3912,2393,1478,1206,981,Traffic,18-24,Moms & Daughters,USD
2023-12-29,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,184.17,9869,281,5412,3732,3177,2101,1571,Video Views,13-17,Teen Daughters,USD
2023-03-15,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,306.6,13444,253,6975,4196,3200,2072,1259,Traffic,18-24,Suburban Moms,USD
2024-03-20,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,259.13,16625,242,8495,7042,6311,4947,3415,Conversions,13-17,Teen Daughters,USD
2023-04-25,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,383.39,24957,492,10601,8100,6907,4434,3631,Traffic,35-44,Moms & Daughters,USD
2023-09-18,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,247.37,12708,133,7577,6307,4211,3471,2525,Video Views,35-44,Teen Daughters,USD
2024-03-17,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,293.13,18236,390,10874,8543,6445,4878,3513,Conversions,13-17,Teen Daughters,USD
2023-02-17,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,232.34,10466,331,3626,2481,2045,1674,1077,Conversions,35-44,Suburban Moms,USD
2023-02-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,99.09,4934,114,2863,2221,1384,1041,730,Conversions,18-24,Suburban Moms,USD
2023-04-06,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,374.28,25697,924,14465,13002,10295,6429,5708,Conversions,25-34,Suburban Moms,USD
2023-06-01,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,329.24,17540,538,8688,7323,4986,3341,2972,Conversions,25-34,Suburban Moms,USD
2023-07-29,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,860.66,44750,1623,20874,17683,15527,11285,7919,Conversions,18-24,Teen Daughters,USD
2024-06-06,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,371.05,18471,574,9066,6709,5633,4606,3915,Video Views,35-44,Teen Daughters,USD
2023-05-09,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,290.91,16362,348,9149,5801,4514,3779,2432,Traffic,25-34,Moms & Daughters,USD
2023-02-12,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,152.64,10137,345,3687,3243,2903,1810,1186,Traffic,35-44,Moms & Daughters,USD
2023-01-22,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,559.0,29203,710,15792,14209,10517,7505,5571,Video Views,13-17,Teen Daughters,USD
2024-06-19,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,194.46,12033,418,4536,3345,2588,1570,1331,Conversions,18-24,Teen Daughters,USD
2023-12-28,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,292.61,14757,476,5051,3656,2408,1608,992,Conversions,13-17,Teen Daughters,USD
2023-01-29,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,155.36,7413,124,3095,2663,1654,1139,907,Conversions,35-44,Suburban Moms,USD
